k_paths,lambda_re,threshold,alpha,path_overlap_with_cvar,selected_path_changed_rate,re_mean,re_reduction,cvar90,cvar90_reduction,maxrisk_mean
100,0.0,p75,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.0,p75,0.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.0,p90,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.0,p90,0.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0
100,1.0,mean,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0
100,1.0,mean,0.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0
100,1.0,p75,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0
100,1.0,p75,0.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0
100,1.0,p90,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0
100,1.0,p90,0.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0
100,5.0,mean,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0
100,5.0,mean,0.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0
100,5.0,p75,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0
100,5.0,p75,0.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0
100,5.0,p90,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0
100,5.0,p90,0.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0
100,10.0,mean,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0
100,10.0,mean,0.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0
100,10.0,p75,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0
100,10.0,p75,0.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0
100,10.0,p90,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0
100,10.0,p90,0.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0
