model,model_seed,customer_set,lambda_concentration,risk_improvement_pct,cvar90_improvement_pct,max_vehicle_risk_improvement_pct,edge_gini_improvement_pct,top10_share_improvement_pct,extra_cost_percentage_points
Stable-Tail-GNN,4,A,1.0,0.18856712418958818,0.4033528340862395,0.20582311780836052,0.06396872408296053,0.08173858399640514,0.08383663874326008
Stable-Tail-GNN,4,A,2.0,0.2232335894754225,0.43804066205040243,0.2272899755528275,0.08257933070512882,0.10682588612973502,0.1496401052258437
Stable-Tail-GNN,5,A,0.5,0.15416012797949952,0.3948108340838478,0.1670958814433168,0.03738452713990363,0.049275417522210783,0.032955092445754536
Stable-Tail-GNN,5,A,1.0,0.1807745209725074,0.41424894808112916,0.16571351653588198,0.047022531582485615,0.06219093020849279,0.057487639694770304
Stable-Tail-GNN,5,A,2.0,0.24588152013048165,0.5096605883697326,0.2551685109289587,0.07720108294712,0.10276586199095415,0.1057810780051866
Stable-Tail-GNN,6,A,0.5,0.15552885497837868,0.4003539506510317,0.12657849696755882,0.04293235095388805,0.05815381784128684,0.039130580794417974
Stable-Tail-GNN,6,A,1.0,0.18014530044591331,0.40924486983898684,0.18784320890913161,0.053611854646031444,0.06947393594176243,0.07512975988358
Stable-Tail-GNN,6,A,2.0,0.2705978694580751,0.4713989013916048,0.22807746226379252,0.09450467530452998,0.12244783034986002,0.13831153566297893
Stable-Tail-GNN,7,A,0.5,0.10922784095227946,0.35841421806975987,0.11552155715201735,0.023735257635113458,0.035891363117548154,0.03595514841694805
Stable-Tail-GNN,7,A,1.0,0.17888684494457072,0.43236730790180977,0.1766860047019396,0.059306035898167256,0.07958854693634211,0.07034907367674778
Stable-Tail-GNN,7,A,2.0,0.22295481484931304,0.47893803445085104,0.2194529803391979,0.08321836133971705,0.1095490494971253,0.1255874176757029
Stable-Tail-GNN,8,A,0.5,0.09973967230957227,0.20420167375780046,-0.01829027779186734,0.024066892398033984,0.03358229302553111,0.04902628780387688
Stable-Tail-GNN,8,A,1.0,0.21614839704079378,0.39095040633490763,0.03582372877713352,0.0548166090622126,0.07814342579397712,0.08190525942648189
Stable-Tail-GNN,8,A,2.0,0.2887189809763938,0.42349044016688037,0.1533705280804255,0.09399534813069559,0.12673487105572548,0.14524823224313885
Stable-Tail-GNN,9,A,0.5,-0.006017440521269777,0.024530141959169072,-0.23490105002914025,-0.011658244541661051,-0.010443406450203545,0.030562487686346534
Stable-Tail-GNN,9,A,1.0,0.112582908523645,0.3174537003262938,-0.0015530974164700885,0.02163500694866938,0.03358722844742264,0.05832119381242645
Stable-Tail-GNN,9,A,2.0,0.17746593102558067,0.38122323331038244,0.08671708630052151,0.04992696967007121,0.0685063285029404,0.10937658584929869
TEG-low,0,A,1.0,0.21203602331629526,0.3852535871026483,0.09829521174828403,0.08212153582241748,0.10499602251885333,0.06619004085897115
TEG-low,1,A,1.0,0.1868141414524269,0.33160278597923115,0.021944581260019743,0.059605891213951434,0.07760212208708817,0.06572883822459374
TEG-low,2,A,1.0,0.05987036930030978,0.16906027963277936,0.033826413499478986,0.02091770105360374,0.02792562127529184,0.09315703140508708
TEG-low,3,A,1.0,0.1877771589699095,0.29955353221898257,0.12603411687553942,0.0672337895818316,0.08469604400139881,0.07276926808335993
TEG-low,4,A,1.0,0.19548054524090683,0.3842117250752984,0.2351363634340902,0.06776269107957399,0.08853677470872788,0.09042258251086768
TEG-low,5,A,1.0,0.13748305042790884,0.236321136054282,0.034551212939689074,0.034186327548086475,0.049675135331947014,0.07494020410828575
TEG-low,6,A,1.0,0.1834360475084584,0.31164094355474564,0.1814627851065224,0.06078291404553121,0.07851567886747042,0.08703147446780721
TEG-low,7,A,1.0,0.24110764745412738,0.4579277851664745,0.19621399232474274,0.09131680715023648,0.1158562293988879,0.08469934140562324
TEG-low,8,A,1.0,0.21699410542185912,0.4066917970266329,0.2259140525685931,0.07643778333859005,0.09922156752859883,0.09920849328644679
TEG-low,9,A,1.0,0.24494946214548644,0.40286742567338846,0.08817222086617657,0.07930956515388696,0.10298158600600138,0.06396532475208522
GCN,0,B,1.0,0.1980948343787035,0.25578353885926003,0.2070291005513767,0.056015288315063604,0.07508014925809871,0.09856615068809624
GCN,1,B,1.0,0.19488274796243907,0.20734672644881544,0.17942394671553485,0.04467575108185552,0.0604405396017039,0.09966476045604566
GCN,2,B,1.0,0.22285120093284944,0.2671113155578132,0.2155031374609846,0.05723254085414656,0.0763633032168875,0.11418044869894475
GCN,3,B,1.0,0.2996475869515537,0.37649558197974287,0.22791131353736332,0.07988634039751978,0.1071275441181201,0.10151576798070483
GCN,4,B,1.0,0.2790163691196406,0.36196308042051173,0.17119713690095723,0.07827366196575171,0.10177208757821006,0.11189258704199304
GCN,5,B,1.0,0.1341358783428145,0.139661027502412,0.1716181187037654,0.03255629721381493,0.04433017338100752,0.09368510654538342
GCN,6,B,1.0,0.1767746787186001,0.17990333210062803,0.15683121099446568,0.0409592961090313,0.05860694149176099,0.1312688738363902
GCN,7,B,1.0,0.24926161694975482,0.34510720641745507,0.11811118729759568,0.06249961523128269,0.08869314065947792,0.12405294317693155
GCN,8,B,1.0,0.1995106222170812,0.26889237761862544,0.21263259212780877,0.053718836233079485,0.07685910264095575,0.10538407383857101
GCN,9,B,1.0,0.18835705896992436,0.22149036340166073,0.21308738820148138,0.04305439578233753,0.06246429519664817,0.10744430791332973
Stable-Tail-GNN,0,B,0.5,0.08132697021329978,0.10556077292471938,0.13348893398840708,0.02071685333261418,0.02926440000338311,0.04182077531044942
Stable-Tail-GNN,0,B,1.0,0.1344890663333439,0.17315106464079566,0.13713864293049177,0.034668491825616495,0.049862688368487985,0.07958241924502621
Stable-Tail-GNN,0,B,2.0,0.1776847753557063,0.28434223747775267,0.15768501028445894,0.05020262610778336,0.07011197178385789,0.1471237483038679
Stable-Tail-GNN,1,B,0.5,0.09312685319727497,0.09537330145111132,0.04798099270657836,0.017041659750628938,0.023556351157482957,0.03756332169979182
Stable-Tail-GNN,1,B,1.0,0.11046995274419338,0.12007224725603972,0.10523202339968044,0.023414736520858417,0.03047836935470193,0.07361026205114257
Stable-Tail-GNN,1,B,2.0,0.2299666231142993,0.23458566769842407,0.11082552334225956,0.047576489771278284,0.06561719287412578,0.14117067366178498
Stable-Tail-GNN,2,B,0.5,0.16012051527094084,0.17316664459090264,0.1758868426588316,0.0354923766848146,0.04909303402720589,0.05632351467891217
Stable-Tail-GNN,2,B,1.0,0.19928340969136868,0.22048149860884672,0.20008354024979677,0.04666657406014004,0.06590314667294463,0.10492541107564929
Stable-Tail-GNN,2,B,2.0,0.24158886619349249,0.2909290071298389,0.1968575340029233,0.06191499567868383,0.08538798950704114,0.1951075063262066
Stable-Tail-GNN,3,B,0.5,0.09969027732381924,0.09665533463822538,0.06184598630772485,0.021270441568338398,0.029686804734961172,0.04287985693538321
Stable-Tail-GNN,3,B,1.0,0.22449527410465228,0.23037071730626976,0.21345089000990827,0.04675390842677515,0.0690180834241431,0.08042886672132452
Stable-Tail-GNN,3,B,2.0,0.2974988807865303,0.3800436543707488,0.25041825968409354,0.07070009024664928,0.10349694244064077,0.14779913433366806
Stable-Tail-GNN,4,B,0.5,0.15632298034054792,0.1873950830756839,0.16951741273955004,0.033087127242816795,0.0478822751135359,0.04723476786416489
Stable-Tail-GNN,4,B,1.0,0.16280482354513992,0.17838466720785462,0.18091591757945075,0.03601788434531892,0.051613945512431,0.09055693108949783
Stable-Tail-GNN,4,B,2.0,0.24415259519547278,0.32655170292210556,0.2027377579005397,0.06382493814207661,0.0883940023291289,0.1704167288553399
Stable-Tail-GNN,5,B,0.5,0.10463095912728415,0.12073713437309345,0.10025985579072862,0.024009099812708174,0.03586483413581697,0.04678837245597203
Stable-Tail-GNN,5,B,1.0,0.19326580445968902,0.19753259134285428,0.18634602289961252,0.045955131600346824,0.06566415794849567,0.0857147335700933
Stable-Tail-GNN,5,B,2.0,0.21801569516835106,0.22637811733075586,0.23885416176649554,0.051752229698104064,0.0761836174776618,0.15644693789787956
Stable-Tail-GNN,6,B,0.5,0.1480527900996947,0.13604884824324898,0.15107869801111906,0.028547876653758214,0.04320000027413932,0.059238374466455274
Stable-Tail-GNN,6,B,1.0,0.18367752715075156,0.15917532420046157,0.14426145837780927,0.03425991120153116,0.05375116448403885,0.11263748808192406
Stable-Tail-GNN,6,B,2.0,0.1976544481334975,0.19019613547396746,0.19115646464825062,0.04105713761286878,0.06201575854864137,0.21437815756599324
Stable-Tail-GNN,7,B,0.5,0.09698267713682236,0.13003857222203705,0.10717251037272106,0.021076023744795093,0.03109738026725677,0.044803105549001576
Stable-Tail-GNN,7,B,1.0,0.12036652058452156,0.1528510208179172,0.10155309845857194,0.024064972434895724,0.03737050438803811,0.0869707743903978
Stable-Tail-GNN,7,B,2.0,0.17513612977404425,0.23477728427685216,0.06243371167073542,0.04114652298089165,0.06557017813959,0.16578375788603494
Stable-Tail-GNN,8,B,0.5,0.08814128704438962,0.09859556860643706,0.09394971791089288,0.020093108249621707,0.02846707121402263,0.0494122233285558
Stable-Tail-GNN,8,B,1.0,0.20738293260421978,0.2515135525789105,0.21294406617134395,0.046069106605511764,0.06780044204893891,0.08710026313475885
Stable-Tail-GNN,8,B,2.0,0.2262466316055971,0.27536597123858675,0.21948736841888483,0.04794623390835422,0.07089740424629126,0.16168986900509705
Stable-Tail-GNN,9,B,0.5,0.0921513902118097,0.11524927942686729,0.17537761513402284,0.023050092103762253,0.02968330565221593,0.028067026100160153
Stable-Tail-GNN,9,B,1.0,0.09849434402835722,0.11056045448625132,0.17630404609583705,0.025680987896798128,0.03391493537071939,0.05623287255785936
Stable-Tail-GNN,9,B,2.0,0.1236134666075629,0.15797117205164277,0.17979470719040613,0.02775273241677944,0.0385861766469689,0.11351664850416643
TEG-low,0,B,1.0,0.19643735523846234,0.2945131611522033,0.099487312026011,0.05478882477018146,0.0769016345315396,0.08358975512315392
TEG-low,1,B,1.0,0.22941185025155028,0.24973338691483882,0.1886351939921372,0.04718557265933859,0.07104123054803332,0.09239294518059929
TEG-low,2,B,1.0,0.27745560315593415,0.37243819986547194,0.21444351536935788,0.0749476183201281,0.09905524289637549,0.10748451757605262
TEG-low,3,B,1.0,0.25979379364488886,0.36329217703347333,0.23835457336033963,0.06793835108789653,0.09148259422317945,0.08096794880969177
TEG-low,4,B,1.0,0.2513142737581283,0.3423841525198515,0.1973825282884905,0.060899026568895516,0.08632545144925015,0.10540315639037173
TEG-low,5,B,1.0,0.1786483307578334,0.16989011585984712,0.21710860766389145,0.03505447557586415,0.053260466459353076,0.093206679710954
TEG-low,6,B,1.0,0.20284297299701076,0.23451877788766387,0.19845617157359552,0.048214113605254516,0.06800340941778257,0.10439382570406108
TEG-low,7,B,1.0,0.15932356504945286,0.20114106782283692,0.0794884138990476,0.03963987002885164,0.060885657010165406,0.0776012414562986
TEG-low,8,B,1.0,0.21994362139648768,0.27070958290546715,0.2618907487227917,0.056499503278933313,0.0797276172650318,0.09961364647800833
TEG-low,9,B,1.0,0.17490486843377218,0.23018511713535394,0.2107602315819847,0.037221403967840516,0.05730657289752361,0.0877947317163596
