model,split,eval_split,runs,macro_f1_mean,macro_f1_std,weighted_f1_mean,weighted_f1_std,mae_mean,mae_std,qwk_mean,qwk_std,recall_6_8_mean,recall_6_8_std,precision_6_8_mean,precision_6_8_std,pr_auc_high_mean,pr_auc_high_std,high_fn_rate_mean,high_fn_rate_std
gcn,B,data_2021_test,5,0.3075263568196426,0.013824242507494823,0.6330487109340629,0.014210849500112524,1.3014145903415701,0.033236037577339624,0.24827317851045053,0.0649453594637773,0.2076923076923077,0.08854511102477952,0.4753216374269006,0.08683733028792681,0.36714454185425516,0.04737845073229502,0.7923076923076924,0.08854511102477956
gcn,B,data_2021_train,5,0.7125278710337589,0.033702666328872845,0.8278796545599068,0.007412191788315018,0.708288915882708,0.05443017951393558,0.7785188732677764,0.02887343915255232,0.8,0.06324555320336758,0.9044761904761904,0.04781104152400339,0.9533315781624413,0.012189342334117859,0.2,0.0632455532033676
teg_gnn,A,data_2020_train,5,0.6986070809404363,0.03154197037639985,0.7762259126162064,0.023251987655045818,1.0918682227889878,0.04832271835365809,0.762065378916986,0.03587769062119569,0.8580645161290322,0.02885249003225533,0.7968728046147401,0.0636833658355377,0.939254012706235,0.01924085937106754,0.14193548387096774,0.028852490032255353
teg_gnn,A,data_2020_val,5,0.1905387599496926,0.020172724766204964,0.4815561972201916,0.03977200977345197,1.9015752512338397,0.07562890857795003,0.15246485778667251,0.1236586820988938,0.3111111111111111,0.14487116456005888,0.2646642246642247,0.07409966595352167,0.2596151867717379,0.07028603090928413,0.6888888888888889,0.14487116456005888
teg_gnn,A,data_2021_test,5,0.34534720762414545,0.013723238168422379,0.5620161665698346,0.025644804478753277,1.667560636764216,0.010854067140913835,0.33800543290235724,0.03260094052506928,0.38431372549019605,0.029736766447260983,0.40760859829825347,0.03326022272520424,0.3634856311061216,0.029176429626069766,0.6156862745098038,0.029736766447260973
teg_gnn,B,data_2020_train,5,0.5767440015261865,0.0264856608995781,0.7227766461630315,0.02642989242675247,1.2728032767281718,0.049670764044234365,0.6718823446009324,0.0313889704051572,0.775,0.03952847075210474,0.714884406373768,0.02372743626864609,0.8394389552986656,0.020009571542202047,0.225,0.03952847075210475
teg_gnn,B,data_2021_test,5,0.2910944127775877,0.017810456136486054,0.570104878284245,0.021333031642669396,1.628543702163411,0.09516596327909503,0.26331120098087596,0.08639160826946266,0.24615384615384617,0.10391735450850997,0.33718150448585227,0.049823384954617675,0.3461644807053529,0.06260266796646796,0.7538461538461538,0.10391735450851
teg_gnn,B,data_2021_train,5,0.6923911228379589,0.05431330570323665,0.787674685837582,0.03030537553427253,1.1119685454034716,0.04816586164464687,0.780882312895236,0.011896704161518222,0.8400000000000001,0.028284271247461888,0.822132823698041,0.032834565911459515,0.9227626158874598,0.008440325665905805,0.16,0.02828427124746191
weighted_gcn,A,data_2020_train,5,0.7145491476602903,0.014833338092103106,0.8026445415461015,0.024284211244786847,1.040370717411093,0.042436577940183906,0.7750524208236761,0.013159894871638808,0.8774193548387096,0.026989033114002414,0.8130157590499147,0.061062894418894134,0.9448191253301852,0.007544081091208825,0.12258064516129033,0.02698903311400244
weighted_gcn,A,data_2020_val,5,0.22233017851651607,0.03286237490894444,0.5154748224301342,0.02498396647885658,1.8830725817869758,0.0527796651552673,0.21085579924822556,0.11690114241245313,0.3555555555555555,0.09296222517045283,0.30303030303030304,0.0677596356818118,0.2568770519895873,0.0572407990585162,0.6444444444444445,0.09296222517045283
weighted_gcn,A,data_2021_test,5,0.3578680539627543,0.019423307401392986,0.5871200617751363,0.02830207980215069,1.641695490965952,0.05224036814205586,0.3214650793925561,0.028431852365868912,0.36470588235294116,0.02973676644726099,0.3925811965811966,0.02439586350559859,0.35862482696220926,0.03543807919637953,0.6352941176470588,0.029736766447260986
weighted_gcn,B,data_2020_train,5,0.5843501775394031,0.03378915884352475,0.7346780349587531,0.02462366052321468,1.24269431736306,0.05890296634604274,0.671017641538074,0.023626054376324514,0.765,0.03791437722025778,0.7168384334341782,0.030068286820668106,0.8423040828595779,0.02225778367242997,0.23500000000000001,0.037914377220257756
weighted_gcn,B,data_2021_test,5,0.3000655817251629,0.04169790850602504,0.5919413861740104,0.02355098950942634,1.616600273154896,0.0803799743324189,0.2532890182047199,0.06720758792520681,0.25384615384615383,0.13488983012884756,0.35718518518518516,0.14721316068083248,0.34028887313159706,0.09801975627688606,0.7461538461538462,0.13488983012884756
weighted_gcn,B,data_2021_train,5,0.7083037523244222,0.03369716394955038,0.8007581104677766,0.024051741016803223,1.0815307104336154,0.08184708325168914,0.7964980870927374,0.03880786537382393,0.8160000000000001,0.021908902300206604,0.874055900621118,0.04736560763442203,0.9235408245415557,0.009506927096244013,0.184,0.02190890230020665
