risk_source,customer_set,run_dir,beta,lambda_concentration,seed,pyvrp_cost,routes,common_global_risk,common_global_cvar90,common_global_cvar95,common_max_edge_risk,common_high_risk_edge_hits,common_max_vehicle_risk,common_max_vehicle_cvar90,common_vehicle_risk_gini,common_edge_burden_gini_used,common_top10_burden_share,common_max_edge_burden,load_global_risk,load_cvar90,load_cvar95,load_max_vehicle_risk,load_vehicle_gini,load_edge_burden_gini_used,load_top10_burden_share,load_max_edge_burden,baseline_cost,cost_increase_pct,method,model_seed,solver_seed
A_GCN_seed6,A,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed6_A_GCN_seed6,3.0,0.0,1,186064.0,"[[0, 40, 9, 31, 38, 50, 43, 8, 7, 22, 46, 0], [0, 42, 14, 3, 16, 15, 39, 32, 47, 21, 27, 0], [0, 1, 45, 11, 25, 2, 28, 26, 23, 30, 49, 0], [0, 20, 36, 5, 33, 34, 18, 35, 10, 37, 48, 0], [0, 13, 17, 44, 29, 4, 41, 24, 6, 19, 12, 0]]",2.061858066661183,0.033289515200636,0.0477952571533929,0.2656545219045076,38.0,0.7552062320894148,0.0727435197485364,0.3205575189857639,0.639616748700399,0.6114161246556858,0.5313090438090153,1.0221241542923916,0.021147032713666,0.0342940553275329,0.4152440836240486,0.3264210852930576,0.6841395527511058,0.6042048680327918,0.2922199740949584,133997.0,0.3885684007850922,GCN,6,1
A_GCN_seed7,A,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed7_A_GCN_seed7,1.5,0.0,1,168998.0,"[[0, 15, 45, 11, 25, 2, 28, 26, 23, 30, 49, 0], [0, 40, 37, 10, 35, 18, 34, 33, 5, 36, 20, 0], [0, 42, 14, 3, 16, 1, 41, 24, 6, 19, 12, 0], [0, 13, 17, 44, 29, 4, 32, 47, 21, 27, 48, 0], [0, 39, 9, 31, 38, 50, 43, 8, 7, 22, 46, 0]]",2.606836836221225,0.0482840702498827,0.1165735951693432,0.3734145939377382,38.0,0.7968097369015286,0.0784744238018952,0.2885808301016443,0.7112276532624073,0.6955913541895817,0.5313090438090153,1.313378940309394,0.0325973225404185,0.0505824752639268,0.4620535760679987,0.3221259972149273,0.7485473167178143,0.7007557386897759,0.2922199740949584,133997.0,0.2612073404628461,GCN,7,1
A_GCN_seed9,A,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed9_A_GCN_seed9,0.5,0.0,1,148336.0,"[[0, 27, 21, 47, 9, 31, 38, 50, 37, 10, 35, 0], [0, 18, 34, 33, 5, 36, 7, 8, 43, 22, 46, 0], [0, 25, 2, 28, 26, 23, 30, 13, 17, 44, 20, 0], [0, 12, 49, 40, 24, 19, 6, 29, 4, 32, 39, 0], [0, 15, 11, 45, 16, 3, 14, 42, 41, 1, 48, 0]]",4.585560867177943,0.1343881791558247,0.2603016022060345,0.8422528180124284,37.0,1.1800291086173875,0.2640961497196447,0.1583221502642591,0.818758633761697,0.8298671335270551,0.8422528180124284,2.6805568843241825,0.0822800853389613,0.1565934551252637,0.9581703435809992,0.2843247582870751,0.8757567525827956,0.8603470689365307,0.8422528180124284,133997.0,0.1070098584296663,GCN,9,1
A_GCN_seed9,A,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed9_A_GCN_seed9,1.0,0.0,1,156735.0,"[[0, 48, 15, 3, 16, 20, 44, 29, 47, 21, 27, 0], [0, 14, 42, 41, 24, 6, 19, 4, 32, 39, 1, 0], [0, 11, 45, 25, 2, 28, 26, 23, 30, 49, 12, 0], [0, 13, 17, 38, 50, 5, 43, 8, 7, 22, 46, 0], [0, 40, 9, 31, 36, 33, 34, 18, 35, 10, 37, 0]]",2.753070428895054,0.0671417188223282,0.1258086815390415,0.3734145939377382,40.0,0.973511692576211,0.0971349785557808,0.3123261370124084,0.7151804173401028,0.7083838632440622,0.5313090438090153,1.4767582958934304,0.0381763453073174,0.0701153879916176,0.6156832967159303,0.3692899965053686,0.7708888954594593,0.7245166913475416,0.3453508784758599,133997.0,0.1696903662022284,GCN,9,1
A_GCN_seed0,A,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed0_A_GCN_seed0,0.0,0.0,2,133998.0,"[[0, 16, 3, 15, 45, 11, 1, 41, 42, 14, 48, 0], [0, 25, 2, 34, 33, 43, 8, 7, 22, 46, 39, 0], [0, 38, 31, 9, 47, 21, 27, 23, 30, 49, 12, 0], [0, 26, 28, 36, 5, 35, 10, 37, 50, 13, 17, 0], [0, 44, 20, 40, 24, 6, 19, 29, 4, 32, 18, 0]]",8.83648777013067,0.3052241480174694,0.4388395761433514,0.8497501577930704,46.0,2.5909077653987485,0.4339526116418485,0.1916447544768558,0.849268838683997,0.8751957619120093,0.8497501577930704,4.86352811324628,0.1594940832394055,0.3008577795213186,1.338362738876126,0.1553686634044626,0.8914795834749729,0.9112595282918938,0.8474498276999262,133998.0,0.0,GCN,0,2
A_GCN_seed0,A,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed0_A_GCN_seed0,1.0,0.0,2,157207.0,"[[0, 1, 41, 24, 19, 6, 29, 4, 32, 39, 45, 0], [0, 21, 47, 9, 31, 36, 33, 34, 18, 35, 27, 0], [0, 49, 12, 30, 23, 26, 28, 2, 25, 11, 48, 0], [0, 15, 3, 38, 50, 5, 43, 8, 7, 22, 46, 0], [0, 40, 37, 10, 13, 17, 44, 20, 16, 42, 14, 0]]",2.991282308894286,0.0667980592548272,0.0854782289376808,0.3734145939377382,33.0,0.8066728473225897,0.0942011733667149,0.2112094214015873,0.7400218509891932,0.7379306049404358,0.5313090438090153,1.455861531115172,0.0390668080866812,0.0686421341656133,0.5321767427079317,0.2924135304850317,0.7815196057159042,0.7331868843579156,0.3360731345439643,133998.0,0.173204077672801,GCN,0,2
A_GCN_seed0,A,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed0_A_GCN_seed0,3.0,0.0,2,179665.0,"[[0, 12, 19, 6, 24, 41, 4, 29, 44, 17, 13, 0], [0, 40, 9, 31, 38, 50, 43, 8, 7, 22, 46, 0], [0, 42, 14, 3, 16, 15, 39, 32, 47, 21, 27, 0], [0, 49, 37, 10, 35, 18, 34, 33, 5, 36, 20, 0], [0, 30, 23, 26, 28, 2, 25, 11, 45, 1, 48, 0]]",2.045337997055017,0.0346710144342319,0.0477952571533929,0.2656545219045076,36.0,0.7614923857269444,0.0942011733667149,0.3278740779546822,0.6447771872581727,0.6163544952096885,0.5313090438090153,0.9913825178063138,0.0215465808163621,0.0316700272941269,0.3939928200757834,0.3108378212764939,0.7201134132657365,0.6577818938508522,0.2922199740949584,133998.0,0.3408035940834938,GCN,0,2
A_GCN_seed2,A,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed2_A_GCN_seed2,1.0,0.0,2,159725.0,"[[0, 13, 17, 19, 6, 24, 41, 42, 14, 3, 15, 0], [0, 1, 16, 25, 2, 28, 26, 23, 30, 49, 12, 0], [0, 48, 11, 45, 39, 32, 4, 29, 47, 21, 27, 0], [0, 40, 9, 31, 36, 5, 43, 8, 7, 22, 46, 0], [0, 20, 44, 38, 50, 33, 34, 18, 35, 10, 37, 0]]",2.8476379579456825,0.0736643179429746,0.1258161730190996,0.3734145939377382,39.0,0.7863767516207744,0.0735664463444116,0.2201604323891084,0.7308232449098275,0.7263262943491551,0.5313090438090153,1.4192655603409825,0.0376789777324583,0.0663779091691514,0.4677547846931227,0.2341392477642856,0.7704549112137464,0.7247727071004448,0.3453508784758599,133998.0,0.1919954029164614,GCN,2,2
A_GCN_seed2,A,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed2_A_GCN_seed2,3.0,0.0,2,190228.0,"[[0, 40, 9, 31, 38, 50, 43, 8, 7, 22, 46, 0], [0, 12, 19, 6, 24, 41, 4, 29, 44, 17, 13, 0], [0, 48, 30, 23, 26, 28, 2, 25, 11, 45, 1, 0], [0, 27, 21, 47, 32, 39, 15, 16, 3, 14, 42, 0], [0, 20, 36, 5, 33, 34, 18, 35, 10, 37, 49, 0]]",2.0448521942054554,0.0346710144342319,0.0477952571533929,0.2656545219045076,36.0,0.7614923857269446,0.0942011733667149,0.3281420310334284,0.6415651190669251,0.6124163858031246,0.5313090438090153,1.0525185787754392,0.0232275700718357,0.0390923383731898,0.3947621816581067,0.3306831775230034,0.7426550276438502,0.6800512229024968,0.2870199778228758,133998.0,0.4196331288526694,GCN,2,2
A_GCN_seed3,A,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed3_A_GCN_seed3,0.5,0.0,2,148948.0,"[[0, 1, 41, 24, 19, 6, 29, 4, 32, 18, 48, 0], [0, 40, 36, 5, 34, 33, 43, 8, 7, 22, 46, 0], [0, 27, 21, 47, 9, 31, 38, 50, 37, 10, 35, 0], [0, 15, 39, 11, 45, 25, 2, 28, 26, 23, 30, 0], [0, 20, 44, 17, 13, 49, 12, 14, 3, 16, 42, 0]]",4.380758949516929,0.0979693719332648,0.2450374966715692,0.8422528180124284,37.0,1.8838302165729248,0.2102399307836086,0.3357791273269965,0.8034921595736844,0.81886670783318,0.8422528180124284,2.0867489018030745,0.05984922442109,0.094564648260293,0.6625137454575254,0.2547687667380829,0.8181723407260173,0.7939035463088265,0.3360731345439643,133998.0,0.1115688293855132,GCN,3,2
A_GCN_seed4,A,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed4_A_GCN_seed4,3.0,0.0,2,193201.0,"[[0, 49, 37, 10, 35, 18, 34, 33, 5, 36, 20, 0], [0, 42, 14, 3, 16, 15, 39, 32, 47, 21, 27, 0], [0, 40, 9, 31, 38, 50, 43, 8, 7, 22, 46, 0], [0, 48, 1, 45, 11, 25, 2, 28, 26, 23, 30, 0], [0, 12, 19, 6, 24, 41, 4, 29, 44, 17, 13, 0]]",2.045337997055017,0.0346710144342319,0.0477952571533929,0.2656545219045076,36.0,0.7614923857269444,0.0942011733667149,0.3278740779546822,0.6447771872581727,0.6163544952096885,0.5313090438090153,0.9648892633816916,0.0198008238815275,0.0312552830575977,0.367499565651161,0.2974067483568883,0.6976460542228082,0.6197082118631841,0.2390890697140569,133998.0,0.4418200271645846,GCN,4,2
A_GCN_seed6,A,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed6_A_GCN_seed6,0.5,0.0,2,149569.0,"[[0, 48, 30, 23, 26, 28, 2, 25, 11, 45, 15, 0], [0, 39, 32, 4, 29, 19, 6, 24, 40, 49, 12, 0], [0, 46, 22, 43, 8, 7, 36, 5, 33, 34, 18, 0], [0, 20, 44, 17, 13, 14, 3, 16, 1, 41, 42, 0], [0, 35, 10, 37, 50, 38, 31, 9, 47, 21, 27, 0]]",4.6021361850532685,0.1343881791558247,0.2603016022060345,0.8422528180124284,39.0,1.2877388010678388,0.2640961497196446,0.1907021492637404,0.8164213292560782,0.8291020413565837,0.8422528180124284,1.5125664564044132,0.043339262711117,0.0733940146285601,0.3602085956328659,0.0967331002932645,0.790381350010364,0.7692811809860707,0.2390890697140569,133998.0,0.1162032269138345,GCN,6,2
A_GCN_seed7,A,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed7_A_GCN_seed7,2.0,0.0,2,175742.0,"[[0, 40, 9, 31, 38, 50, 43, 8, 7, 22, 46, 0], [0, 37, 10, 35, 18, 34, 33, 5, 36, 20, 48, 0], [0, 42, 14, 3, 16, 15, 39, 32, 47, 21, 27, 0], [0, 49, 30, 23, 26, 28, 2, 25, 45, 11, 1, 0], [0, 13, 17, 44, 29, 4, 41, 24, 6, 19, 12, 0]]",2.062343869510745,0.033289515200636,0.0477952571533929,0.2656545219045076,38.0,0.7552062320894147,0.0727435197485364,0.3202935620172544,0.6429022239334916,0.6153219964429314,0.5313090438090153,0.9529009128906368,0.0194150190452089,0.0287183103840768,0.3402432895687342,0.2823170748836796,0.7049522702919737,0.6351311542654946,0.2390890697140569,133998.0,0.3115270377169808,GCN,7,2
A_GCN_seed0,A,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed0_A_GCN_seed0,0.0,0.0,3,133998.0,"[[0, 12, 49, 30, 23, 26, 28, 36, 5, 20, 44, 0], [0, 14, 42, 41, 1, 45, 11, 15, 3, 16, 48, 0], [0, 27, 35, 10, 37, 50, 38, 31, 9, 47, 21, 0], [0, 25, 2, 34, 33, 43, 8, 7, 22, 46, 39, 0], [0, 18, 32, 4, 29, 19, 6, 24, 40, 13, 17, 0]]",6.670131931976947,0.1831336912894387,0.3854916984722114,0.8497501577930704,41.0,2.0805437896158963,0.3150857705734373,0.1898773321407885,0.8410167905798853,0.8734995320909449,0.8497501577930704,3.749051674361242,0.1294709272091733,0.2421725442691615,1.2765987483388173,0.207447792145448,0.8930590466361887,0.9024220021748842,0.8422528180124284,133997.0,7.462853645977149e-06,GCN,0,3
A_GCN_seed0,A,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed0_A_GCN_seed0,1.5,0.0,3,164042.0,"[[0, 20, 36, 5, 33, 34, 18, 35, 10, 37, 48, 0], [0, 39, 9, 31, 38, 50, 43, 8, 7, 22, 46, 0], [0, 1, 41, 24, 6, 19, 40, 14, 3, 16, 42, 0], [0, 15, 45, 11, 25, 2, 28, 26, 23, 30, 12, 0], [0, 27, 21, 47, 32, 4, 29, 44, 17, 13, 49, 0]]",2.6133622929935827,0.0482840702498827,0.1165735951693432,0.3734145939377382,38.0,0.7935358425609914,0.0811773974044561,0.2839288507188076,0.7041862586432639,0.6897872826737572,0.5313090438090153,1.5732309936019944,0.0406453547621008,0.0790004201443819,0.5230337247823758,0.328149697398401,0.787226002318544,0.7464061279813414,0.3360731345439643,133997.0,0.2242214377933834,GCN,0,3
A_GCN_seed0,A,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed0_A_GCN_seed0,3.0,0.0,3,180342.0,"[[0, 48, 27, 21, 47, 32, 39, 16, 3, 14, 42, 0], [0, 15, 45, 11, 25, 2, 28, 26, 23, 30, 49, 0], [0, 13, 17, 44, 29, 4, 41, 24, 6, 19, 12, 0], [0, 40, 37, 10, 35, 18, 34, 33, 5, 36, 20, 0], [0, 9, 31, 38, 50, 43, 8, 7, 22, 46, 1, 0]]",2.062451220747116,0.033289515200636,0.0477952571533929,0.2656545219045076,38.0,0.7286900981631509,0.0727435197485364,0.3100684265217637,0.645126327679326,0.6152899687389934,0.5313090438090153,1.1048688256620962,0.0248500918288089,0.0427956661425248,0.390119274664935,0.3149345309347,0.7429751971126077,0.6772675791089252,0.2922199740949584,133997.0,0.3458659522228109,GCN,0,3
A_GCN_seed2,A,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed2_A_GCN_seed2,3.0,0.0,3,190866.0,"[[0, 9, 31, 38, 50, 5, 43, 8, 7, 22, 46, 0], [0, 48, 30, 23, 26, 28, 2, 25, 11, 45, 1, 0], [0, 42, 14, 3, 16, 15, 39, 32, 47, 21, 27, 0], [0, 20, 36, 33, 34, 18, 35, 10, 37, 40, 49, 0], [0, 12, 19, 6, 24, 41, 4, 29, 44, 17, 13, 0]]",2.045712718792758,0.0346710144342319,0.0477952571533929,0.2656545219045076,36.0,0.7614923857269446,0.0942011733667149,0.3265948950354322,0.6454920933509023,0.6203930965525158,0.5313090438090153,0.932757433895996,0.0190348354601412,0.0311558480816135,0.3442442916116465,0.2947883665654003,0.6999298673597043,0.6303690153111297,0.2390890697140569,133997.0,0.4244050239930744,GCN,2,3
A_GCN_seed3,A,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed3_A_GCN_seed3,1.0,0.0,3,157316.0,"[[0, 49, 30, 23, 26, 28, 2, 25, 11, 45, 15, 0], [0, 40, 9, 31, 36, 7, 8, 43, 22, 46, 1, 0], [0, 37, 10, 35, 18, 34, 33, 5, 50, 38, 39, 0], [0, 41, 24, 6, 19, 29, 4, 32, 47, 21, 27, 0], [0, 48, 12, 13, 17, 44, 20, 16, 3, 14, 42, 0]]",2.913026609823233,0.0563405871445271,0.1384412838833781,0.3734145939377382,38.0,1.1122077187704966,0.1153373749531629,0.3096987474107715,0.7374536472939948,0.7312141998970525,0.5313090438090153,1.382267011247975,0.0347370775663935,0.0515521018753014,0.5990740221833702,0.3491510576840131,0.7962255810216583,0.7437574117159897,0.3734145939377382,133997.0,0.1740262841705411,GCN,3,3
