model,split,seed,epochs,eval_split,macro_f1,weighted_f1,mae,qwk,recall_6_8,precision_6_8,pr_auc_high,high_fn_rate
gcn,B,0,20,data_2021_test,0.28865461498538164,0.6265460629928882,1.5710848974979852,0.30685408632914546,0.2692307692307692,0.5833333333333334,0.41967306271657767,0.7307692307692307
gcn,C,0,20,data_2021_train,0.5132215587199509,0.7039388201483908,1.292328556835748,0.47263411174376757,0.36,1.0,0.8473737505690442,0.64
gcn,C,0,20,data_2021_test,0.23860029667488306,0.5984124864159373,1.720059323986872,0.20574540288848553,0.19230769230769232,0.5555555555555556,0.26836252200309907,0.8076923076923077
weighted_gcn,A,0,20,data_2020_train,0.4767771541076626,0.6404105819132381,1.9388949438888847,0.5724423116193588,0.6774193548387096,0.5384615384615384,0.619627198824835,0.3225806451612903
weighted_gcn,A,0,20,data_2020_val,0.2213709677419355,0.506041986687148,2.254860387045015,0.18997722095671976,0.3333333333333333,0.2727272727272727,0.3131002974069057,0.6666666666666666
weighted_gcn,A,0,20,data_2021_test,0.25600940880584844,0.4531743821688822,2.225690843333232,0.34343107993066446,0.45098039215686275,0.3770491803278688,0.340701442221919,0.5490196078431373
weighted_gcn,B,0,20,data_2020_train,0.3049769100422695,0.5955448416302925,1.9850161766452221,0.4632565395008902,0.5,0.46511627906976744,0.5359809776937643,0.5
weighted_gcn,B,0,20,data_2021_train,0.4949466558963222,0.6375947937715915,1.9168740687858075,0.5497263032291744,0.56,0.7368421052631579,0.7369161265553056,0.44
weighted_gcn,B,0,20,data_2021_test,0.24702082269603443,0.5457855781728521,2.1378646567141932,0.331580648003995,0.34615384615384615,0.47368421052631576,0.45643286786110915,0.6538461538461539
weighted_gcn,C,0,20,data_2021_train,0.6280120307105828,0.7454391535231945,1.9261020540419138,0.7139364303178485,0.72,0.8571428571428571,0.8327926133690842,0.28
weighted_gcn,C,0,20,data_2021_test,0.21154497634148794,0.5081276580113788,2.33719628914352,0.2260788601866488,0.3076923076923077,0.34782608695652173,0.23887174531836475,0.6923076923076923
edge_gat,A,0,20,data_2020_train,0.43190436993479064,0.6864652454218966,1.2251358745185466,0.40998197829525695,0.3870967741935484,0.7058823529411765,0.6608096148984257,0.6129032258064516
edge_gat,A,0,20,data_2020_val,0.20393162393162395,0.5716890516890517,1.5251025612254536,0.23662134798958634,0.2222222222222222,0.5,0.3083949738164884,0.7777777777777778
edge_gat,A,0,20,data_2021_test,0.27591854374444535,0.6000574659957142,1.4947272964673215,0.24572404306015738,0.19607843137254902,0.5,0.301817221148149,0.803921568627451
edge_gat,B,0,20,data_2020_train,0.343548205369124,0.6612826093069368,1.3461062039514968,0.3594751365200384,0.3,0.6666666666666666,0.5968574546668692,0.7
edge_gat,B,0,20,data_2021_train,0.4408907624633431,0.6801846161428704,1.2198683226991789,0.366685681688534,0.28,0.875,0.7225305891772178,0.72
edge_gat,B,0,20,data_2021_test,0.24957626446314776,0.6143382553749226,1.5075172727627402,0.24912396859403985,0.19230769230769232,0.4166666666666667,0.3219261716980735,0.8076923076923077
edge_gat,C,0,20,data_2021_train,0.49403234868164936,0.7248001661493332,1.2088145870625553,0.4783623959457498,0.4,0.9090909090909091,0.853088833354597,0.6
edge_gat,C,0,20,data_2021_test,0.23073905228602087,0.6013767179733346,1.694859404198959,0.18056164110734907,0.11538461538461539,0.375,0.19814800850435677,0.8846153846153846
teg_gnn,A,0,20,data_2020_train,0.5142992412795455,0.6754944689073473,1.808255194985304,0.636144671673307,0.7419354838709677,0.6388888888888888,0.6896853421545137,0.25806451612903225
teg_gnn,A,0,20,data_2020_val,0.19366496598639454,0.4920472951085196,2.2100562076993486,0.18029445073612682,0.3333333333333333,0.2727272727272727,0.2906458453625794,0.6666666666666666
teg_gnn,A,0,20,data_2021_test,0.26058867961579013,0.49166874500729474,2.1762607000326923,0.33367590588027385,0.39215686274509803,0.36363636363636365,0.28713925107156973,0.6078431372549019
teg_gnn,B,0,20,data_2020_train,0.32896778549114536,0.6159381121377638,1.8863368371047915,0.49385161406584555,0.65,0.4642857142857143,0.571659374912075,0.35
teg_gnn,B,0,20,data_2021_train,0.5008408217465886,0.6473887756750223,1.8281288387666026,0.4885426895618249,0.64,0.5925925925925926,0.7596407823713208,0.36
teg_gnn,B,0,20,data_2021_test,0.2516163277511962,0.5914646644251906,2.062438719710856,0.44520516728869264,0.46153846153846156,0.41379310344827586,0.421154760503998,0.5384615384615384
teg_gnn,C,0,20,data_2021_train,0.5866910578876772,0.7211909398065821,1.8174795810411881,0.6839019232678647,0.76,0.76,0.85627580031843,0.24
teg_gnn,C,0,20,data_2021_test,0.20651511457825453,0.5320430376744371,2.2701369034944197,0.186692777990065,0.3076923076923077,0.25806451612903225,0.18910189542824207,0.6923076923076923
