model,split,seed,epochs,eval_split,macro_f1,weighted_f1,mae,qwk,recall_6_8,precision_6_8,pr_auc_high,high_fn_rate
weighted_gcn,B,0,50,data_2020_train,0.5336933118704621,0.698842591275519,1.2820857263789212,0.6300140103791351,0.725,0.7435897435897436,0.8513545416592715,0.275
weighted_gcn,B,0,50,data_2021_train,0.6591780735525723,0.7697596133654439,1.1642986397679362,0.733220666344761,0.8,0.8333333333333334,0.9151860783625492,0.2
weighted_gcn,B,0,50,data_2021_test,0.2923845097591395,0.6009817779813549,1.5891246542372066,0.3041862959132866,0.23076923076923078,0.5,0.42756289427739413,0.7692307692307693
weighted_gcn,B,1,50,data_2020_train,0.5792982153681197,0.7212490388601654,1.2282962844011123,0.6735626726656874,0.8,0.6808510638297872,0.8453955691934663,0.2
weighted_gcn,B,1,50,data_2021_train,0.7269267073561153,0.8032957098225575,1.099457518929109,0.8110009231623123,0.8,0.9523809523809523,0.9359941603063202,0.2
weighted_gcn,B,1,50,data_2021_test,0.2455787470863645,0.5617594500370632,1.6878902083178222,0.23295505316772402,0.2692307692307692,0.25925925925925924,0.26052891712189463,0.7307692307692307
weighted_gcn,B,2,50,data_2020_train,0.591636685838255,0.7430689500250169,1.2091277399800782,0.677951427233614,0.775,0.6888888888888889,0.8636831508306011,0.225
weighted_gcn,B,2,50,data_2021_train,0.7225655949741316,0.7856726965048341,1.0920092467437932,0.7886462337887519,0.8,0.8695652173913043,0.9129253302024202,0.2
weighted_gcn,B,2,50,data_2021_test,0.36262371700879764,0.6213335953255308,1.4996608852547544,0.3337728633098249,0.38461538461538464,0.5,0.44527852833953163,0.6153846153846154
weighted_gcn,B,3,50,data_2020_train,0.5891998427634645,0.74986828880734,1.1729681275373625,0.6867447897440336,0.725,0.7435897435897436,0.846415494483476,0.275
weighted_gcn,B,3,50,data_2021_train,0.6895302772101334,0.8132876630093337,0.94429135940565,0.8333233296189106,0.84,0.875,0.9256340404570296,0.16
weighted_gcn,B,3,50,data_2021_test,0.30246390624448444,0.6006219075159029,1.6103951920885489,0.1629800146489485,0.038461538461538464,0.16666666666666666,0.224447945646907,0.9615384615384616
weighted_gcn,B,4,50,data_2020_train,0.6279228318567139,0.7603613058257239,1.320993708517826,0.6868153076678999,0.8,0.7272727272727273,0.804671658131075,0.2
weighted_gcn,B,4,50,data_2021_train,0.7433181085291587,0.831774869636713,1.1075967873215877,0.8162992825489513,0.84,0.84,0.9279645133794596,0.16
weighted_gcn,B,4,50,data_2021_test,0.29727702852702853,0.5750102000102,1.6959304258761485,0.2325508639838153,0.34615384615384615,0.36,0.34362608027225766,0.6538461538461539
edge_gat,A,0,50,data_2020_train,0.7705608395041385,0.8530506576052045,0.6272713996356261,0.819502116712917,0.9032258064516129,0.9333333333333333,0.9818151476122511,0.0967741935483871
edge_gat,A,0,50,data_2020_val,0.2444626348228043,0.6197492479272141,1.303163526979662,0.3136431784107946,0.2222222222222222,0.6666666666666666,0.33028616407292877,0.7777777777777778
edge_gat,A,0,50,data_2021_test,0.370912231231187,0.630167046841119,1.2605945615665826,0.3171712433193157,0.29411764705882354,0.5555555555555556,0.39221954303342726,0.7058823529411765
edge_gat,A,1,50,data_2020_train,0.7607988292772845,0.8389091287970751,0.6309016999517149,0.8023845710756248,0.8709677419354839,0.9642857142857143,0.9835240148937792,0.12903225806451613
edge_gat,A,1,50,data_2020_val,0.3310240563530037,0.6314903420166578,1.2603881048087848,0.32499999999999996,0.3333333333333333,0.5,0.540064935064935,0.6666666666666666
edge_gat,A,1,50,data_2021_test,0.35095649543291096,0.6359905006378277,1.273895199754146,0.2912878171920613,0.2549019607843137,0.5416666666666666,0.3995574548250571,0.7450980392156863
edge_gat,A,2,50,data_2020_train,0.7198749777461448,0.8213621602568607,0.6438439731297676,0.764979926282183,0.8709677419354839,0.9310344827586207,0.9839241292240538,0.12903225806451613
edge_gat,A,2,50,data_2020_val,0.24150524616626312,0.6046581344402169,1.3629980864907376,0.082815734989648,0.1111111111111111,0.3333333333333333,0.2705816191323438,0.8888888888888888
edge_gat,A,2,50,data_2021_test,0.3513040798778855,0.6371661895952402,1.2649461454246909,0.26458204408529595,0.21568627450980393,0.5238095238095238,0.38209314172882713,0.7843137254901961
edge_gat,A,3,50,data_2020_train,0.7914151282623989,0.8744732889591224,0.6982324873415308,0.8268526289147318,0.9032258064516129,0.9032258064516129,0.9610640727030214,0.0967741935483871
edge_gat,A,3,50,data_2020_val,0.22649572649572652,0.5873015873015872,1.457402755641446,0.2105517909002903,0.2222222222222222,0.25,0.31409800150429834,0.7777777777777778
edge_gat,A,3,50,data_2021_test,0.3286804727372018,0.6179287556083418,1.3303391343752415,0.28217546478877464,0.27450980392156865,0.4375,0.3664883576504218,0.7254901960784313
edge_gat,A,4,50,data_2020_train,0.7537941600336711,0.8495735488398879,0.5878447203373339,0.8577456339604074,0.9354838709677419,0.9354838709677419,0.9756943546231382,0.06451612903225806
edge_gat,A,4,50,data_2020_val,0.22085104064509098,0.5958490947866562,1.592661293072032,-0.06685552407932005,0.0,0.0,0.15959553928437134,1.0
edge_gat,A,4,50,data_2021_test,0.3242726535357227,0.6572893541426851,1.2664563771629727,0.3117002282106158,0.2549019607843137,0.5416666666666666,0.3605675902661784,0.7450980392156863
edge_gat,B,0,50,data_2020_train,0.6093713670883791,0.7967986192131566,0.8788775884019928,0.7237886803775266,0.725,0.8787878787878788,0.9213045318615264,0.275
edge_gat,B,0,50,data_2021_train,0.7594874971230521,0.8480590855407188,0.6748499093638725,0.8042472820828689,0.88,0.9166666666666666,0.9716317295642644,0.12
edge_gat,B,0,50,data_2021_test,0.294138608947931,0.640839465209598,1.245700418835784,0.2930463473284577,0.19230769230769232,0.4166666666666667,0.35104888154701036,0.8076923076923077
edge_gat,B,1,50,data_2020_train,0.6343353886647498,0.7795882797324217,0.8236906143131557,0.7299624615125058,0.825,0.825,0.8951930753942209,0.175
edge_gat,B,1,50,data_2021_train,0.682420425938443,0.8038213432416486,0.6551000866862561,0.7541501124563978,0.84,0.84,0.9491018135346394,0.16
edge_gat,B,1,50,data_2021_test,0.26337217592727014,0.5994984572563621,1.3815147909033079,0.2663063302052592,0.23076923076923078,0.3157894736842105,0.3004967373083771,0.7692307692307693
edge_gat,B,2,50,data_2020_train,0.6305335410097996,0.7695468585808996,0.8997239248084685,0.6858375579022036,0.75,0.8333333333333334,0.887714299544169,0.25
edge_gat,B,2,50,data_2021_train,0.6994540506314009,0.7833374669019982,0.7149695782735589,0.7790716684399966,0.84,0.875,0.9565191300376066,0.16
edge_gat,B,2,50,data_2021_test,0.3480569513479768,0.6506010145682166,1.303558313170224,0.27834895675839133,0.23076923076923078,0.4,0.3781584042741641,0.7692307692307693
edge_gat,B,3,50,data_2020_train,0.551578035060178,0.7699578436110998,0.8811476273753017,0.694122774643045,0.7,0.9032258064516129,0.9229046951417352,0.3
edge_gat,B,3,50,data_2021_train,0.7157919450974417,0.8477586648862069,0.6921681599547097,0.8124914775740252,0.88,0.8148148148148148,0.9576945978670118,0.12
edge_gat,B,3,50,data_2021_test,0.2534293221793222,0.6147695958506769,1.3714080294107331,0.1687728905166589,0.07692307692307693,0.3333333333333333,0.28163006600685386,0.9230769230769231
edge_gat,B,4,50,data_2020_train,0.583736188738216,0.7609213814344236,0.8822840216192124,0.6913234213383441,0.7,0.9032258064516129,0.8715991375818457,0.3
edge_gat,B,4,50,data_2021_train,0.674192821067821,0.8120831782596489,0.771934468559766,0.6970595282540496,0.68,0.85,0.9066760803235168,0.32
edge_gat,B,4,50,data_2021_test,0.250023633111906,0.5924009599788854,1.3184682423213498,0.20840046461088835,0.19230769230769232,0.4166666666666667,0.3755500663046429,0.8076923076923077
teg_gnn,A,0,50,data_2020_train,0.683742392293964,0.7717015726967618,1.0186623602765061,0.7582320456675018,0.8709677419354839,0.8181818181818182,0.9538390195013803,0.12903225806451613
teg_gnn,A,0,50,data_2020_val,0.1828386571688843,0.5053937391153467,1.8312662251999152,0.2143906020558003,0.3333333333333333,0.23076923076923078,0.27927623883908037,0.6666666666666666
teg_gnn,A,0,50,data_2021_test,0.36438841233794833,0.5763488644950333,1.6747749506595884,0.34788873018907773,0.4117647058823529,0.3620689655172414,0.31418303865156,0.5882352941176471
teg_gnn,A,1,50,data_2020_train,0.7100235175663019,0.8122508996958537,1.1182225771801002,0.7917837954442805,0.8387096774193549,0.8387096774193549,0.9433238337815655,0.16129032258064516
teg_gnn,A,1,50,data_2020_val,0.2169047619047619,0.5217006802721089,1.8479847983192113,0.3408582468985154,0.5555555555555556,0.38461538461538464,0.3462320923957103,0.4444444444444444
teg_gnn,A,1,50,data_2021_test,0.3546077893874504,0.5948187823151284,1.6828126462432373,0.36226202432155097,0.39215686274509803,0.45454545454545453,0.36822748082379775,0.6078431372549019
teg_gnn,A,2,50,data_2020_train,0.7431421850522134,0.7798757333747371,1.0851012454114883,0.7641184379201451,0.9032258064516129,0.717948717948718,0.9380126138777578,0.0967741935483871
teg_gnn,A,2,50,data_2020_val,0.20569739982733226,0.5032712551782177,1.8907642012067116,0.06543180178012997,0.2222222222222222,0.2222222222222222,0.24264482431149098,0.7777777777777778
teg_gnn,A,2,50,data_2021_test,0.33626532520973085,0.5524860898787143,1.6629794419203756,0.35025321534691045,0.39215686274509803,0.4,0.3737031038455215,0.6078431372549019
teg_gnn,A,3,50,data_2020_train,0.698074269346763,0.7483247044939866,1.14870601161008,0.7041846290097811,0.8387096774193549,0.7428571428571429,0.907112260485272,0.16129032258064516
teg_gnn,A,3,50,data_2020_val,0.1796040974727947,0.4401048621280611,2.023121332998183,0.09242144177449163,0.2222222222222222,0.2857142857142857,0.2765874500827557,0.7777777777777778
teg_gnn,A,3,50,data_2021_test,0.34008468399832514,0.5266110351440063,1.6602983579500297,0.2806113977096508,0.3333333333333333,0.40476190476190477,0.3920084461134342,0.6666666666666666
teg_gnn,A,4,50,data_2020_train,0.6580530404429397,0.7689766528196929,1.0886489194667646,0.7920079865432217,0.8387096774193549,0.8666666666666667,0.9539823358851998,0.16129032258064516
teg_gnn,A,4,50,data_2020_val,0.16764888337468983,0.4373104494072236,1.9147396984451786,0.04922219642442527,0.2222222222222222,0.2,0.1533353282296519,0.7777777777777778
teg_gnn,A,4,50,data_2021_test,0.3313898271872725,0.5598160610162908,1.6569377870478483,0.34901179694459616,0.39215686274509803,0.4166666666666667,0.36930608609629445,0.6078431372549019
teg_gnn,B,0,50,data_2020_train,0.5517177427027657,0.7285634448112589,1.1964973469200062,0.6800670891280371,0.8,0.7272727272727273,0.8620076066140326,0.2
teg_gnn,B,0,50,data_2021_train,0.6046788272126367,0.7398300196355827,1.0757887358015286,0.7773845813072874,0.84,0.84,0.9272807071479813,0.16
teg_gnn,B,0,50,data_2021_test,0.28924246429828127,0.5822174142034774,1.5107087489579383,0.32456160379943366,0.2692307692307692,0.3888888888888889,0.39767189442221723,0.7307692307692307
teg_gnn,B,1,50,data_2020_train,0.603835937197666,0.7628069820558597,1.2785854315136915,0.7202562868679272,0.825,0.7021276595744681,0.8578769281867266,0.175
teg_gnn,B,1,50,data_2021_train,0.719060601098184,0.8021179302986056,1.1523574842918083,0.789809865386789,0.8,0.8695652173913043,0.9347488240113029,0.2
teg_gnn,B,1,50,data_2021_test,0.31833464737876505,0.5894166997108173,1.7057652327617348,0.2934735500984268,0.3076923076923077,0.32,0.28915930710835536,0.6923076923076923
teg_gnn,B,2,50,data_2020_train,0.6065438699855866,0.7157615969493146,1.2767850087371104,0.66664203497208,0.775,0.7045454545454546,0.8369425048790111,0.225
teg_gnn,B,2,50,data_2021_train,0.7255081451851504,0.7764952538047553,1.1467855887880263,0.7740743501549405,0.84,0.8076923076923077,0.9134171690124384,0.16
teg_gnn,B,2,50,data_2021_test,0.29319025824447864,0.5843612016111063,1.5581479344759865,0.3525361020963542,0.34615384615384615,0.391304347826087,0.4041672545735044,0.6538461538461539
teg_gnn,B,3,50,data_2020_train,0.5558144461597043,0.6900296266500426,1.2762168449688005,0.655964633229577,0.75,0.75,0.8216805212837855,0.25
teg_gnn,B,3,50,data_2021_train,0.6754641300243405,0.8046154497269513,1.0457338991742335,0.7669615760506147,0.84,0.8076923076923077,0.9211721709852145,0.16
teg_gnn,B,3,50,data_2021_test,0.26894675408186086,0.5420622338957164,1.6327603015941647,0.1515844677527337,0.07692307692307693,0.2857142857142857,0.2697569009962416,0.9230769230769231
teg_gnn,B,4,50,data_2020_train,0.5658080115852101,0.7167215803486816,1.33593175150125,0.6364816788070409,0.725,0.6904761904761905,0.8186872155297721,0.275
teg_gnn,B,4,50,data_2021_train,0.7372439106694832,0.8153147757220155,1.139177018961761,0.7961811915765487,0.88,0.7857142857142857,0.9171942082803619,0.12
teg_gnn,B,4,50,data_2021_test,0.2857579398845526,0.5524668420001079,1.7353362930272307,0.19440028115743135,0.23076923076923078,0.3,0.370067046426446,0.7692307692307693
