model,split,eval_split,runs,macro_f1_mean,macro_f1_std,weighted_f1_mean,weighted_f1_std,mae_mean,mae_std,qwk_mean,qwk_std,recall_6_8_mean,recall_6_8_std,precision_6_8_mean,precision_6_8_std,pr_auc_high_mean,pr_auc_high_std,high_fn_rate_mean,high_fn_rate_std
mlp,B,data_2020_train,1,0.34895906786426356,0.0,0.6367181588815948,0.0,2.0915001643109976,0.0,0.4470928989496753,0.0,0.475,0.0,0.5277777777777778,0.0,0.6046024488310905,0.0,0.525,0.0
mlp,B,data_2021_test,1,0.2586145425568054,0.0,0.5472855976756237,0.0,2.2953951097162686,0.0,0.31351676439633136,0.0,0.38461538461538464,0.0,0.4,0.0,0.395684361786557,0.0,0.6153846153846154,0.0
mlp,B,data_2021_train,1,0.5134559417460642,0.0,0.6793601120620039,0.0,2.0377110389807194,0.0,0.4888018721848756,0.0,0.52,0.0,0.6190476190476191,0.0,0.7275067339163817,0.0,0.48,0.0
mlp,C,data_2021_test,1,0.1932632731545775,0.0,0.4972960622196814,0.0,2.565109531736579,0.0,0.05977788995456845,0.0,0.19230769230769232,0.0,0.20833333333333334,0.0,0.15464337577831294,0.0,0.8076923076923077,0.0
mlp,C,data_2021_train,1,0.6528590550911979,0.0,0.7737143255404405,0.0,2.0394601292384538,0.0,0.6803161379352721,0.0,0.76,0.0,0.7916666666666666,0.0,0.8387256444781495,0.0,0.24,0.0
teg_gnn,A,data_2020_train,1,0.5142992412795455,0.0,0.6754944689073473,0.0,1.808255194985304,0.0,0.636144671673307,0.0,0.7419354838709677,0.0,0.6388888888888888,0.0,0.6896853421545137,0.0,0.25806451612903225,0.0
teg_gnn,A,data_2020_val,1,0.19366496598639454,0.0,0.4920472951085196,0.0,2.2100562076993486,0.0,0.18029445073612682,0.0,0.3333333333333333,0.0,0.2727272727272727,0.0,0.2906458453625794,0.0,0.6666666666666666,0.0
teg_gnn,A,data_2021_test,1,0.26058867961579013,0.0,0.49166874500729474,0.0,2.1762607000326923,0.0,0.33367590588027385,0.0,0.39215686274509803,0.0,0.36363636363636365,0.0,0.28713925107156973,0.0,0.6078431372549019,0.0
teg_gnn,B,data_2020_train,1,0.32896778549114536,0.0,0.6159381121377638,0.0,1.8863368371047915,0.0,0.49385161406584555,0.0,0.65,0.0,0.4642857142857143,0.0,0.571659374912075,0.0,0.35,0.0
teg_gnn,B,data_2021_test,1,0.2516163277511962,0.0,0.5914646644251906,0.0,2.062438719710856,0.0,0.44520516728869264,0.0,0.46153846153846156,0.0,0.41379310344827586,0.0,0.421154760503998,0.0,0.5384615384615384,0.0
teg_gnn,B,data_2021_train,1,0.5008408217465886,0.0,0.6473887756750223,0.0,1.8281288387666026,0.0,0.4885426895618249,0.0,0.64,0.0,0.5925925925925926,0.0,0.7596407823713208,0.0,0.36,0.0
teg_gnn,C,data_2021_test,1,0.20651511457825453,0.0,0.5320430376744371,0.0,2.2701369034944197,0.0,0.186692777990065,0.0,0.3076923076923077,0.0,0.25806451612903225,0.0,0.18910189542824207,0.0,0.6923076923076923,0.0
teg_gnn,C,data_2021_train,1,0.5866910578876772,0.0,0.7211909398065821,0.0,1.8174795810411881,0.0,0.6839019232678647,0.0,0.76,0.0,0.76,0.0,0.85627580031843,0.0,0.24,0.0
weighted_gcn,A,data_2020_train,1,0.4767771541076626,0.0,0.6404105819132381,0.0,1.9388949438888847,0.0,0.5724423116193588,0.0,0.6774193548387096,0.0,0.5384615384615384,0.0,0.619627198824835,0.0,0.3225806451612903,0.0
weighted_gcn,A,data_2020_val,1,0.2213709677419355,0.0,0.506041986687148,0.0,2.254860387045015,0.0,0.18997722095671976,0.0,0.3333333333333333,0.0,0.2727272727272727,0.0,0.3131002974069057,0.0,0.6666666666666666,0.0
weighted_gcn,A,data_2021_test,1,0.25600940880584844,0.0,0.4531743821688822,0.0,2.225690843333232,0.0,0.34343107993066446,0.0,0.45098039215686275,0.0,0.3770491803278688,0.0,0.340701442221919,0.0,0.5490196078431373,0.0
weighted_gcn,B,data_2020_train,1,0.3049769100422695,0.0,0.5955448416302925,0.0,1.9850161766452221,0.0,0.4632565395008902,0.0,0.5,0.0,0.46511627906976744,0.0,0.5359809776937643,0.0,0.5,0.0
weighted_gcn,B,data_2021_test,1,0.24702082269603443,0.0,0.5457855781728521,0.0,2.1378646567141932,0.0,0.331580648003995,0.0,0.34615384615384615,0.0,0.47368421052631576,0.0,0.45643286786110915,0.0,0.6538461538461539,0.0
weighted_gcn,B,data_2021_train,1,0.4949466558963222,0.0,0.6375947937715915,0.0,1.9168740687858075,0.0,0.5497263032291744,0.0,0.56,0.0,0.7368421052631579,0.0,0.7369161265553056,0.0,0.44,0.0
weighted_gcn,C,data_2021_test,1,0.21154497634148794,0.0,0.5081276580113788,0.0,2.33719628914352,0.0,0.2260788601866488,0.0,0.3076923076923077,0.0,0.34782608695652173,0.0,0.23887174531836475,0.0,0.6923076923076923,0.0
weighted_gcn,C,data_2021_train,1,0.6280120307105828,0.0,0.7454391535231945,0.0,1.9261020540419138,0.0,0.7139364303178485,0.0,0.72,0.0,0.8571428571428571,0.0,0.8327926133690842,0.0,0.28,0.0
