model,split,seed,epochs,experiment_tag,alpha_ord,alpha_hr,alpha_topk,lambda_nll,lambda_var,topk_frac,stage1_epochs,eval_split,macro_f1,weighted_f1,mae,qwk,recall_6_8,precision_6_8,pr_auc_high,high_fn_rate,brier,ece,ordinal_nll,uncertainty_mean,correct_uncertainty,error_uncertainty,error_uncertainty_corr,high_fn_uncertainty
ua_gnn,B,0,50,,0.3,0.5,0.1,0.2,0.01,0.2,0,data_2021_train,0.5665882384596703,0.7461369170710029,0.8283532774338882,0.6163205753614431,0.6,0.8823529411764706,0.9105703698198915,0.4,0.29057881236076355,0.10417706610390504,0.6626916864409527,1.294331669807434,1.308131456375122,1.2432435750961304,-0.06992648484649687,1.193110704421997
ua_gnn,B,0,50,,0.3,0.5,0.1,0.2,0.01,0.2,0,data_2021_test,0.2968948643487527,0.6091661737225048,1.274604321224435,0.2844979043119007,0.2692307692307692,0.5,0.4467901982009747,0.7307692307692307,0.4679650068283081,0.09239479765161736,1.0864471165994956,1.324331521987915,1.265190601348877,1.44754159450531,0.20420165841922083,1.5423974990844727
ua_gnn,B,1,50,,0.3,0.5,0.1,0.2,0.01,0.2,0,data_2020_train,0.489197242647169,0.7326355194970771,0.876365624688861,0.6397083778075934,0.65,0.7878787878787878,0.7843615106788545,0.35,0.33115658164024353,0.08472990171721555,0.6363210496997223,1.258949637413025,1.2307239770889282,1.3578910827636719,0.12834317503170134,1.2772411108016968
ua_gnn,B,1,50,,0.3,0.5,0.1,0.2,0.01,0.2,0,data_2021_train,0.6104024043271234,0.776219642820672,0.7562344088040194,0.7092905498376356,0.72,0.8181818181818182,0.8911084592666745,0.28,0.26767098903656006,0.11360142956492048,0.5331485943733,1.2306877374649048,1.2139986753463745,1.303957462310791,0.08683270292219256,1.2023869752883911
ua_gnn,B,1,50,,0.3,0.5,0.1,0.2,0.01,0.2,0,data_2021_test,0.2452924027826435,0.6027774809492442,1.3554834432095455,0.24327789767678054,0.19230769230769232,0.5,0.3216072422573186,0.8076923076923077,0.506056010723114,0.0974156122218381,1.4633763257738905,1.261603593826294,1.214194655418396,1.3564214706420898,0.16569243617961846,1.3690788745880127
ua_gnn,B,2,50,,0.3,0.5,0.1,0.2,0.01,0.2,0,data_2020_train,0.344147500297695,0.6466538848634594,1.1299023978864815,0.39462675874146746,0.35,0.7,0.6335379404653769,0.65,0.4141736924648285,0.09346685147797576,0.8571362974870437,1.563631534576416,1.5105756521224976,1.698968529701233,0.15060347409001534,1.8701242208480835
ua_gnn,B,2,50,,0.3,0.5,0.1,0.2,0.01,0.2,0,data_2021_train,0.3449269991015274,0.6451289369158404,1.0166938237474021,0.4100162983328496,0.36,0.75,0.782014196987677,0.64,0.3807520866394043,0.10687166526576512,0.7406698301998778,1.5090774297714233,1.4483431577682495,1.6580660343170166,0.17067432383234044,1.6551542282104492
ua_gnn,B,2,50,,0.3,0.5,0.1,0.2,0.01,0.2,0,data_2021_test,0.23707989637078664,0.5732676134677515,1.3721060096471553,0.12241142489106804,0.11538461538461539,0.375,0.3810236918792229,0.8846153846153846,0.5103453397750854,0.06129029527440802,1.0895557182517073,1.4665571451187134,1.354626178741455,1.6815825700759888,0.27114647707518014,1.840936303138733
ua_teg_gnn,A,0,50,,0.3,0.5,0.1,0.2,0.01,0.2,0,data_2020_train,0.40287549095496117,0.7197827367848124,0.5984809064896558,0.7141910758619836,0.8387096774193549,0.65,0.816697073064611,0.16129032258064516,0.28383296728134155,0.06882837401397193,0.6406570661813319,1.4495983123779297,1.4937067031860352,1.299282431602478,-0.17463084959888933,1.1593817472457886
ua_teg_gnn,A,0,50,,0.3,0.5,0.1,0.2,0.01,0.2,0,data_2020_val,0.21670486376368728,0.5992578849721707,1.3295644956559476,0.20709592641261498,0.2222222222222222,0.3333333333333333,0.2958759826217686,0.7777777777777778,0.4993833303451538,0.08369121665046331,1.5454187142859854,1.397879958152771,1.4561067819595337,1.2814265489578247,-0.18266163480469694,1.268498420715332
ua_teg_gnn,A,0,50,,0.3,0.5,0.1,0.2,0.01,0.2,0,data_2021_test,0.23605269196985562,0.5869361395059571,1.2273054150214873,0.32531535197349304,0.3333333333333333,0.4722222222222222,0.3322024513075794,0.6666666666666666,0.5113524794578552,0.08482345646041242,1.4400436468397877,1.3976861238479614,1.42497718334198,1.3443771600723267,-0.0922572833691708,1.2539795637130737
ua_teg_gnn,A,1,50,,0.3,0.5,0.1,0.2,0.01,0.2,0,data_2020_train,0.43612914862914864,0.7065658719390062,0.7677538953908299,0.6176496410505771,0.6774193548387096,0.6774193548387096,0.7837051474769706,0.3225806451612903,0.34311893582344055,0.08298253950788015,0.3692520539822801,1.0698089599609375,0.9808677434921265,1.3487106561660767,0.28277788014313465,1.311745285987854
ua_teg_gnn,A,1,50,,0.3,0.5,0.1,0.2,0.01,0.2,0,data_2020_val,0.26067927170868344,0.6386054421768707,1.276637809641889,0.5003783102143757,0.4444444444444444,0.5714285714285714,0.5086480419813753,0.5555555555555556,0.48368144035339355,0.17791599904497463,1.2489549230504047,1.1130107641220093,1.0362727642059326,1.304855227470398,0.23823907947426085,1.1413066387176514
ua_teg_gnn,A,1,50,,0.3,0.5,0.1,0.2,0.01,0.2,0,data_2021_test,0.2740241612483939,0.5963691043138731,1.221482691450632,0.3253651673493232,0.3137254901960784,0.48484848484848486,0.4204647299640412,0.6862745098039216,0.5028136372566223,0.06807563112497866,1.3335085194332594,1.0702954530715942,0.9768473505973816,1.2546831369400024,0.25094093934094014,1.180701494216919
ua_teg_gnn,A,2,50,,0.3,0.5,0.1,0.2,0.01,0.2,0,data_2020_train,0.3060410334346505,0.6665726080841989,0.7829449308176523,0.5878129549801594,0.6129032258064516,0.7307692307692307,0.7519593640152692,0.3870967741935484,0.3557817339897156,0.08367815671572044,0.9135560385193315,1.943334937095642,2.062223434448242,1.6196943521499634,-0.401208061099078,1.4353574514389038
ua_teg_gnn,A,2,50,,0.3,0.5,0.1,0.2,0.01,0.2,0,data_2020_val,0.19872598162071847,0.5644169948681227,1.2618749723041005,0.16297221354979707,0.1111111111111111,0.5,0.48096255596255594,0.8888888888888888,0.5234606862068176,0.10446822111095704,1.145243417935475,1.7768898010253906,1.8193175792694092,1.6964237689971924,-0.14640812644285217,1.6289949417114258
ua_teg_gnn,A,2,50,,0.3,0.5,0.1,0.2,0.01,0.2,0,data_2021_test,0.22338816353740934,0.564423792903894,1.241704724356003,0.23066404399295537,0.21568627450980393,0.55,0.363300609031823,0.7843137254901961,0.5257909297943115,0.07334415500239379,1.1947879834658381,1.8006314039230347,1.8578475713729858,1.7004142999649048,-0.17053733428859072,1.6387466192245483
ua_teg_gnn,B,0,50,,0.3,0.5,0.1,0.2,0.01,0.2,0,data_2020_train,0.4118154993154993,0.702964321102746,0.7607960750299577,0.610985441482643,0.625,0.6756756756756757,0.7910009383544606,0.375,0.3205943703651428,0.07331020799343227,0.729269415937293,1.3920480012893677,1.4335415363311768,1.2596838474273682,-0.1544184359303412,1.1758745908737183
ua_teg_gnn,B,0,50,,0.3,0.5,0.1,0.2,0.01,0.2,0,data_2021_train,0.5171027184820288,0.7372211531237901,0.6320170592179627,0.710670809152549,0.72,0.9,0.9271935741123729,0.28,0.2863464057445526,0.06362033894968248,0.6745825795404136,1.4299418926239014,1.4919301271438599,1.2065260410308838,-0.23586566068365053,1.1043994426727295
ua_teg_gnn,B,0,50,,0.3,0.5,0.1,0.2,0.01,0.2,0,data_2021_test,0.33071503209434244,0.6409949447880481,1.130660438964048,0.36085654505772147,0.34615384615384615,0.47368421052631576,0.4243402234079549,0.6538461538461539,0.44125959277153015,0.06528413564235241,1.2501435723074823,1.3872270584106445,1.4133214950561523,1.3268598318099976,-0.08602486441739572,1.3259268999099731
ua_teg_gnn,B,1,50,,0.3,0.5,0.1,0.2,0.01,0.2,0,data_2020_train,0.3053389150105325,0.6574121297484358,1.0361345386189236,0.49390041418067043,0.5,0.6451612903225806,0.646569116683208,0.5,0.41013431549072266,0.09319186324435944,0.7129483272506991,1.2106614112854004,1.11811363697052,1.455309510231018,0.26072896218958774,1.5603852272033691
ua_teg_gnn,B,1,50,,0.3,0.5,0.1,0.2,0.01,0.2,0,data_2021_train,0.3201119882554377,0.6545847636930976,1.0012073235528667,0.5142997784888015,0.52,0.65,0.6823812527791249,0.48,0.39950352907180786,0.09055978518265942,0.6708220335465097,1.2048664093017578,1.1266708374023438,1.409969687461853,0.20961366815115773,1.295385479927063
ua_teg_gnn,B,1,50,,0.3,0.5,0.1,0.2,0.01,0.2,0,data_2021_test,0.1994064465408805,0.5535643662530455,1.3721739761910017,0.2562891308863239,0.23076923076923078,0.4,0.34454024079794715,0.7692307692307693,0.5427805185317993,0.0821140789770865,1.324706842395364,1.2190881967544556,1.0878609418869019,1.4431347846984863,0.3085098827739991,1.387427568435669
ua_teg_gnn,B,2,50,,0.3,0.5,0.1,0.2,0.01,0.2,0,data_2020_train,0.20520064265832716,0.5831003856560402,1.1501034025872232,0.09570499535482035,0.075,0.75,0.4446877274946402,0.925,0.49260708689689636,0.0508940160132251,1.1452115986891183,2.399016857147217,2.416586399078369,2.362457513809204,-0.06624027329647733,2.341012716293335
ua_teg_gnn,B,2,50,,0.3,0.5,0.1,0.2,0.01,0.2,0,data_2021_train,0.19228210246174318,0.5342407191649883,1.1110835248348583,0.18511160796100135,0.16,1.0,0.563341064392657,0.84,0.527390718460083,0.0650525919722216,1.1554502376819988,2.3859970569610596,2.4332690238952637,2.3042924404144287,-0.16282665340116237,2.161480665206909
ua_teg_gnn,B,2,50,,0.3,0.5,0.1,0.2,0.01,0.2,0,data_2021_test,0.16256648936170212,0.510434636764424,1.3378409511872034,0.03564813453679472,0.038461538461538464,1.0,0.3835980810254514,0.9615384615384616,0.6053398847579956,0.13292363715601394,1.2217045766246395,2.410210132598877,2.395306348800659,2.4342312812805176,0.04978513334236317,2.4017913341522217
