set,budget,metric,method,baseline,n_model_seeds,baseline_mean,method_mean,mean_delta,relative_improve_pct,ci95_low,ci95_high,p_wilcoxon,p_ttest,cohen_dz,wins,ties,p_wilcoxon_adj
B,25,common_risk,J-reranking,Stable-Tail-GNN,10,3.861828224460582,3.7292826820705285,0.13254554239005278,3.4321967391122548,0.08184708024610116,0.17521830763935634,0.00390625,0.0005322275693071674,1.658162561335692,9,0,0.09375
B,25,common_risk,J-reranking,GCN,10,4.069314957638759,3.7292826820705285,0.3400322755682296,8.356007807405872,0.20086783815237955,0.48050181251018614,0.001953125,0.0014716411285555595,1.4255982156166094,10,0,0.09375
B,25,common_risk,J-reranking,TEG-low,10,4.076951928324981,3.7292826820705285,0.34766924625445156,8.5276758805761,0.27055866677029494,0.41368940101633833,0.001953125,7.919333171745318e-06,2.8723200693518383,10,0,0.09375
B,25,cvar90,J-reranking,Stable-Tail-GNN,10,0.09039787261614081,0.08679372923917975,0.0036041433769610593,3.9869780921343594,0.002296009321723077,0.0047631151961290575,0.00390625,0.00043383226441314924,1.7071692847775017,9,0,0.09375
B,25,cvar90,J-reranking,GCN,10,0.09767274020592845,0.08679372923917975,0.010879010966748698,11.138226432279797,0.00624044648016355,0.015669123732245716,0.001953125,0.0021443170198068204,1.3437832220267878,10,0,0.09375
B,25,cvar90,J-reranking,TEG-low,10,0.09674788594355835,0.08679372923917975,0.009954156704378606,10.288758878086236,0.007457927500624044,0.01183455995179059,0.001953125,1.537244098822992e-05,2.647345805882136,10,0,0.09375
B,25,load_risk,J-reranking,Stable-Tail-GNN,10,1.9067650603982245,1.7729634450116714,0.1338016153865531,7.017205116953889,0.07644349813755733,0.18989367660649956,0.00390625,0.0018241206903197448,1.3786750989673282,9,0,0.09375
B,25,load_risk,J-reranking,GCN,10,2.030440677327826,1.7729634450116714,0.2574772323161542,12.680854712535051,0.16378724299341402,0.357851973461533,0.001953125,0.0008617790338515077,1.5457277838221162,10,0,0.09375
B,25,load_risk,J-reranking,TEG-low,10,2.0354546162869402,1.7729634450116714,0.2624911712752687,12.895948117679135,0.20435362529122444,0.32131597936953055,0.001953125,1.7028661096099776e-05,2.613936618340719,10,0,0.09375
B,25,top10share,J-reranking,Stable-Tail-GNN,10,0.7719149545022258,0.7647202379289675,0.007194716573258109,0.9320607835480615,0.004462407765655732,0.009577549884969224,0.00390625,0.0006423482519890673,1.6137818787525637,9,0,0.09375
B,25,top10share,J-reranking,GCN,10,0.7857019394816541,0.7647202379289675,0.020981701552686582,2.6704403410953392,0.01256510487363085,0.02935342289496505,0.001953125,0.001349611343687241,1.4447146849422265,10,0,0.09375
B,25,top10share,J-reranking,TEG-low,10,0.7846606806430855,0.7647202379289675,0.019940442714117813,2.541282264554813,0.015673375793511957,0.02362270690272447,0.001953125,6.90663617927153e-06,2.9206132083022096,10,0,0.09375
B,30,common_risk,J-reranking,Stable-Tail-GNN,10,3.4635546952610996,3.335249198692712,0.1283054965683872,3.7044455150062214,0.06714101155243563,0.19744122668975295,0.001953125,0.005351015562809843,1.1529547423263502,10,0,0.09375
B,30,common_risk,J-reranking,GCN,10,3.6856432854948493,3.335249198692712,0.3503940868021367,9.506999447861416,0.204918120739846,0.5025771497363284,0.001953125,0.0018414931321577908,1.3766196059491633,10,0,0.09375
B,30,common_risk,J-reranking,TEG-low,10,3.607713832202703,3.335249198692712,0.27246463350999145,7.55227953719481,0.1292345773812655,0.47059585704053103,0.00390625,0.01757584893576368,0.9172761511957456,9,0,0.09375
B,30,cvar90,J-reranking,Stable-Tail-GNN,10,0.08003499438430753,0.07599786220990509,0.00403713217440244,5.044208730767402,0.0025662832516342745,0.005824898467851086,0.001953125,0.0015614458395579363,1.4125838737439533,10,0,0.09375
B,30,cvar90,J-reranking,GCN,10,0.08668518780740483,0.07599786220990509,0.010687325597499736,12.328894783321681,0.006228767836063446,0.015887242583991247,0.001953125,0.0026872196582599485,1.2957046158707222,10,0,0.09375
B,30,cvar90,J-reranking,TEG-low,10,0.0835406392362693,0.07599786220990509,0.007542777026364207,9.028871571154436,0.0034432681697912216,0.013028303212795531,0.001953125,0.018521276653630715,0.9071061921186626,10,0,0.09375
B,30,load_risk,J-reranking,Stable-Tail-GNN,10,1.750282770890814,1.6068160225791321,0.14346674831168188,8.196775440957113,0.10112437572308652,0.18742241435879972,0.001953125,0.00014076908436235462,1.9926411762402667,10,0,0.09375
B,30,load_risk,J-reranking,GCN,10,1.8709236767344382,1.6068160225791321,0.2641076541553063,14.1164312280385,0.15166280559684558,0.39002153423686164,0.001953125,0.0027036971346339356,1.2944119184622425,10,0,0.09375
B,30,load_risk,J-reranking,TEG-low,10,1.7793613289354742,1.6068160225791321,0.17254530635634197,9.69703587182989,0.11683462113482122,0.22922648203805984,0.001953125,0.0002848297457736035,1.810683735282587,10,0,0.09375
B,30,top10share,J-reranking,Stable-Tail-GNN,10,0.7478016324550295,0.7385545575986768,0.009247074856352844,1.2365678884645834,0.005556110186749409,0.013587950829076777,0.001953125,0.0021099036657173343,1.34725693884726,10,0,0.09375
B,30,top10share,J-reranking,GCN,10,0.7623652793739816,0.7385545575986768,0.02381072177530479,3.1232694378286783,0.015273442333427582,0.033096064772999916,0.001953125,0.0007318478966212526,1.5833828444163551,10,0,0.09375
B,30,top10share,J-reranking,TEG-low,10,0.7567298528508141,0.7385545575986768,0.018175295252137312,2.4018208325819135,0.008992954262452476,0.029604171759138844,0.005859375,0.011371251041080358,1.00235079835751,9,0,0.09375
