model,method,model_seed_runs,hop_increase_mean,hop_increase_std,hop_increase_mean_std,total_risk_reduction_mean,total_risk_reduction_std,total_risk_reduction_mean_std,cvar90_reduction_mean,cvar90_reduction_std,cvar90_reduction_mean_std,maxrisk_reduction_mean,maxrisk_reduction_std,maxrisk_reduction_mean_std,re_reduction_mean,re_reduction_std,re_reduction_mean_std
Stable-Tail-MatrixEns-r010,CVaR-risk,10,0.10228243608242277,0.006089119228524655,10.228% +/- 0.609%,0.8481602093049155,0.006727871579189056,84.816% +/- 0.673%,0.9009708048019905,0.006494691631433227,90.097% +/- 0.649%,0.9079989423241372,0.006039564778249311,90.800% +/- 0.604%,0.9196536482015274,0.005955219910437014,91.965% +/- 0.596%
Stable-Tail-MatrixEns-r010,Hop-shortest,10,0.0,0.0,0.000% +/- 0.000%,0.0,0.0,0.000% +/- 0.000%,0.0,0.0,0.000% +/- 0.000%,0.0,0.0,0.000% +/- 0.000%,0.0,0.0,0.000% +/- 0.000%
Stable-Tail-MatrixEns-r020,CVaR-risk,10,0.10228243608242277,0.006089119228524655,10.228% +/- 0.609%,0.8486753733581573,0.006720426775071953,84.868% +/- 0.672%,0.9011491184407753,0.006552200356252955,90.115% +/- 0.655%,0.908178219966054,0.006062314142097449,90.818% +/- 0.606%,0.9198107716411209,0.005963523648080453,91.981% +/- 0.596%
Stable-Tail-MatrixEns-r020,Hop-shortest,10,0.0,0.0,0.000% +/- 0.000%,0.0,0.0,0.000% +/- 0.000%,0.0,0.0,0.000% +/- 0.000%,0.0,0.0,0.000% +/- 0.000%,0.0,0.0,0.000% +/- 0.000%
Stable-Tail-MatrixEns-r030,CVaR-risk,10,0.10228243608242277,0.006089119228524655,10.228% +/- 0.609%,0.8493296381281493,0.006713439600500957,84.933% +/- 0.671%,0.9013754353049085,0.00662646637846851,90.138% +/- 0.663%,0.9084061031849336,0.006092877373580447,90.841% +/- 0.609%,0.9200100891466378,0.005975217549875909,92.001% +/- 0.598%
Stable-Tail-MatrixEns-r030,Hop-shortest,10,0.0,0.0,0.000% +/- 0.000%,0.0,0.0,0.000% +/- 0.000%,0.0,0.0,0.000% +/- 0.000%,0.0,0.0,0.000% +/- 0.000%,0.0,0.0,0.000% +/- 0.000%
Stable-Tail-MatrixEns-r040,CVaR-risk,10,0.10228243608242277,0.006089119228524655,10.228% +/- 0.609%,0.8501881429036383,0.006708359974462332,85.019% +/- 0.671%,0.9016735136254869,0.006725934584865093,90.167% +/- 0.673%,0.908710513255406,0.006137612175873174,90.871% +/- 0.614%,0.9202712313320767,0.005992488188370893,92.027% +/- 0.599%
Stable-Tail-MatrixEns-r040,Hop-shortest,10,0.0,0.0,0.000% +/- 0.000%,0.0,0.0,0.000% +/- 0.000%,0.0,0.0,0.000% +/- 0.000%,0.0,0.0,0.000% +/- 0.000%,0.0,0.0,0.000% +/- 0.000%
Stable-Tail-NodeCalib-a005,CVaR-risk,10,0.10255690698189363,0.006598482910219858,10.256% +/- 0.660%,0.8479189543828769,0.006716518873343066,84.792% +/- 0.672%,0.9009554945642686,0.006521584336844242,90.096% +/- 0.652%,0.9079319162917701,0.0060493007689495235,90.793% +/- 0.605%,0.9195338238352081,0.005996310247648115,91.953% +/- 0.600%
Stable-Tail-NodeCalib-a005,Hop-shortest,10,0.0,0.0,0.000% +/- 0.000%,0.0,0.0,0.000% +/- 0.000%,0.0,0.0,0.000% +/- 0.000%,0.0,0.0,0.000% +/- 0.000%,0.0,0.0,0.000% +/- 0.000%
Stable-Tail-NodeCalib-a010,CVaR-risk,10,0.10274738317236978,0.006512168382738705,10.275% +/- 0.651%,0.8481623077149624,0.006759920584534787,84.816% +/- 0.676%,0.9010393084497955,0.006568970196735155,90.104% +/- 0.657%,0.9080102080905565,0.0060615860032756964,90.801% +/- 0.606%,0.9195675444202681,0.006036122362460839,91.957% +/- 0.604%
Stable-Tail-NodeCalib-a010,Hop-shortest,10,0.0,0.0,0.000% +/- 0.000%,0.0,0.0,0.000% +/- 0.000%,0.0,0.0,0.000% +/- 0.000%,0.0,0.0,0.000% +/- 0.000%,0.0,0.0,0.000% +/- 0.000%
Stable-Tail-NodeCalib-a020,CVaR-risk,10,0.1024862720612587,0.006895969336680008,10.249% +/- 0.690%,0.8484270755760032,0.006757046684576166,84.843% +/- 0.676%,0.9012618554934483,0.0065252487927966295,90.126% +/- 0.653%,0.9081561673473079,0.006056996814497741,90.816% +/- 0.606%,0.9195100267904354,0.006059977472132305,91.951% +/- 0.606%
Stable-Tail-NodeCalib-a020,Hop-shortest,10,0.0,0.0,0.000% +/- 0.000%,0.0,0.0,0.000% +/- 0.000%,0.0,0.0,0.000% +/- 0.000%,0.0,0.0,0.000% +/- 0.000%,0.0,0.0,0.000% +/- 0.000%
Stable-Tail-NodeCalib-a030,CVaR-risk,10,0.1024862720612587,0.006895969336680008,10.249% +/- 0.690%,0.848704538047499,0.0066980062278304935,84.870% +/- 0.670%,0.9013746231425943,0.006514969365180918,90.137% +/- 0.651%,0.9082552710683083,0.006018272632662189,90.826% +/- 0.602%,0.9194483611453008,0.006053774028810757,91.945% +/- 0.605%
Stable-Tail-NodeCalib-a030,Hop-shortest,10,0.0,0.0,0.000% +/- 0.000%,0.0,0.0,0.000% +/- 0.000%,0.0,0.0,0.000% +/- 0.000%,0.0,0.0,0.000% +/- 0.000%,0.0,0.0,0.000% +/- 0.000%
Stable-Tail-TailOnly-a005,CVaR-risk,10,0.10228243608242277,0.006089119228524655,10.228% +/- 0.609%,0.8498426846229302,0.006657530317926206,84.984% +/- 0.666%,0.9017281191675492,0.0064912255670974365,90.173% +/- 0.649%,0.9086528615375932,0.005978057669312616,90.865% +/- 0.598%,0.9202738090085509,0.005874816220469162,92.027% +/- 0.587%
Stable-Tail-TailOnly-a005,Hop-shortest,10,0.0,0.0,0.000% +/- 0.000%,0.0,0.0,0.000% +/- 0.000%,0.0,0.0,0.000% +/- 0.000%,0.0,0.0,0.000% +/- 0.000%,0.0,0.0,0.000% +/- 0.000%
Stable-Tail-TailOnly-a010,CVaR-risk,10,0.10228243608242277,0.006089119228524655,10.228% +/- 0.609%,0.8516685255441212,0.006507737374092423,85.167% +/- 0.651%,0.9025593812011699,0.006460975443792285,90.256% +/- 0.646%,0.9093686340992597,0.005924343508929637,90.937% +/- 0.592%,0.920952754752343,0.005734472406122241,92.095% +/- 0.573%
Stable-Tail-TailOnly-a010,Hop-shortest,10,0.0,0.0,0.000% +/- 0.000%,0.0,0.0,0.000% +/- 0.000%,0.0,0.0,0.000% +/- 0.000%,0.0,0.0,0.000% +/- 0.000%,0.0,0.0,0.000% +/- 0.000%
Stable-Tail-TailOnly-a020,CVaR-risk,10,0.10228243608242277,0.006089119228524655,10.228% +/- 0.609%,0.8547498211804989,0.006305577060035624,85.475% +/- 0.631%,0.9038874993331363,0.006446245319788906,90.389% +/- 0.645%,0.9104712088075875,0.005925424372251629,91.047% +/- 0.593%,0.9220720022067654,0.0054957147185906085,92.207% +/- 0.550%
Stable-Tail-TailOnly-a020,Hop-shortest,10,0.0,0.0,0.000% +/- 0.000%,0.0,0.0,0.000% +/- 0.000%,0.0,0.0,0.000% +/- 0.000%,0.0,0.0,0.000% +/- 0.000%,0.0,0.0,0.000% +/- 0.000%
Stable-Tail-TailOnly-a030,CVaR-risk,10,0.10228243608242277,0.006089119228524655,10.228% +/- 0.609%,0.8574343471302507,0.006397758762448731,85.743% +/- 0.640%,0.9050696736991213,0.006713087593773886,90.507% +/- 0.671%,0.9114511204796978,0.0061973320187051996,91.145% +/- 0.620%,0.9230719813570757,0.00550704505635932,92.307% +/- 0.551%
Stable-Tail-TailOnly-a030,Hop-shortest,10,0.0,0.0,0.000% +/- 0.000%,0.0,0.0,0.000% +/- 0.000%,0.0,0.0,0.000% +/- 0.000%,0.0,0.0,0.000% +/- 0.000%,0.0,0.0,0.000% +/- 0.000%
