model,customer_set,avg_risk_at_b_mean,avg_risk_at_b_std,common_aubrc_mean,common_aubrc_std,cvar90_aubrc_mean,cvar90_aubrc_std,cvar95_aubrc_mean,cvar95_aubrc_std,load_cvar90_aubrc_mean,load_cvar90_aubrc_std,max_vehicle_cvar90_aubrc_mean,max_vehicle_cvar90_aubrc_std,method,alpha,rho,core_score
Stable-Tail-EdgeTail-a030,B,4.639840746447354,0.17523866277484426,1.3604857425399464,0.06008309451017374,0.03281979919129008,0.00196415804750179,0.06407590204648579,0.005211114939180915,0.01929776582535916,0.0011520963063014413,0.058866629516173635,0.004439552569561667,edge_tail_correction,0.3,0.2,6.75
Stable-Tail-MatrixEns-r005,B,4.648626142723819,0.2438562426992004,1.3640483827781509,0.08286192596605303,0.03325698167961293,0.0025274969235098426,0.06398826985323793,0.00606215978752804,0.019308714248207615,0.0014291772448073072,0.05900983290309939,0.005431225406590938,risk_matrix_ensemble,0.1,0.05,9.75
Stable-Tail-MatrixEns-r010,B,4.6204874799342575,0.20971273831835854,1.355592862628626,0.06989891906876167,0.03310424636213429,0.0023796362945753802,0.0631809726692398,0.005653730215108125,0.01877478128867921,0.0008967727087405236,0.057728225656882945,0.004788607016739386,risk_matrix_ensemble,0.1,0.1,3.75
Stable-Tail-MatrixEns-r020,B,4.6298694467668575,0.2072449828360234,1.3594563865803515,0.0706402323821074,0.0332098850790331,0.002484840776800622,0.06393700809727434,0.005782970114721393,0.019258799633302823,0.0011006727068504328,0.05875869896160664,0.005463629112896999,risk_matrix_ensemble,0.1,0.2,7.25
Stable-Tail-MatrixEns-r030,B,4.677081426325819,0.24723329676884864,1.3747490791910366,0.08449098533108261,0.033404722124359965,0.002594522647453767,0.06469712662901934,0.006523991302798033,0.01921604692910308,0.0014342525032518712,0.05994413046282547,0.005725945311693935,risk_matrix_ensemble,0.1,0.3,16.25
Stable-Tail-MatrixEns-r040,B,4.629118670159286,0.23654472086375825,1.3583937726417141,0.08111196812652527,0.03293655403165411,0.002777235331671429,0.06348275200933118,0.006232581527674476,0.019103077117329295,0.0014539643030679714,0.0590754979157843,0.0065761660889694365,risk_matrix_ensemble,0.1,0.4,4.5
Stable-Tail-NodeCalib-a005,B,4.671399344354711,0.15820786530738778,1.3719960936985676,0.053221930482101804,0.03351032500103517,0.001996424776919694,0.06476783728627758,0.004346932630892939,0.01951882990818947,0.0011835680833972885,0.05881345023084342,0.0035420843426698747,node_calibration,0.05,0.2,16.5
Stable-Tail-NodeCalib-a010,B,4.617682658963071,0.19210868036898474,1.3550572275958346,0.06371326063482328,0.03314989630787257,0.0023849908712640262,0.06430001314827402,0.0049304756133167595,0.019204062669050382,0.0012424267429426393,0.057780421107990976,0.0047173879290527704,node_calibration,0.1,0.2,6.5
Stable-Tail-NodeCalib-a020,B,4.650203260940236,0.22275157194692746,1.365082194620202,0.07394850237518479,0.033223241785458914,0.0025480605313797995,0.06425465926424674,0.0052554096007329885,0.018960252667624067,0.0011881609075953899,0.059553648943214875,0.00555959169734472,node_calibration,0.2,0.2,11.5
Stable-Tail-NodeCalib-a030,B,4.603200836060015,0.22904551277935356,1.3497535644305523,0.07760327594362947,0.032776035512315845,0.0025561096704217966,0.06338254403041638,0.0059190795930408584,0.018857903665323864,0.001816034495394168,0.0580890002344308,0.005036314306935321,node_calibration,0.3,0.2,1.5
Stable-Tail-TailOnly-a005,B,4.653906603112633,0.22853879655102347,1.3648467948623229,0.077599697460785,0.03292090584659322,0.002612927936742869,0.06418236504021459,0.005770426500969528,0.019614896328749454,0.0012774990778524882,0.05784561265542983,0.005266930598136286,tail_only_correction,0.05,0.2,9.25
Stable-Tail-TailOnly-a010,B,4.65895255182811,0.2533288131646793,1.3658415442765324,0.08422671260804064,0.03311589281764175,0.00250186737202004,0.06448942743774198,0.005478750381026254,0.018985955297648245,0.0016402911152565503,0.05782120722474747,0.005298224217752246,tail_only_correction,0.1,0.2,12.5
Stable-Tail-TailOnly-a020,B,4.628811735065597,0.22261829972813232,1.3587621207832732,0.07527241598530617,0.032718741232824006,0.0021617895689665383,0.06411146685063528,0.005362049280340163,0.01933122329648759,0.001508707595323749,0.05916483648832706,0.006268087993542138,tail_only_correction,0.2,0.2,4.5
Stable-Tail-TailOnly-a030,B,4.6468732269717,0.2023739209620326,1.365312958553399,0.06755288074564765,0.03320036633921608,0.0020351792273591764,0.06472240078813918,0.004599878878656898,0.019680789861403154,0.001488651926702754,0.05903718942576433,0.006113605495357928,tail_only_correction,0.3,0.2,12.0
