experiment_tag,model,paper_model_name,split,eval_split,runs,macro_f1_mean,macro_f1_std,weighted_f1_mean,weighted_f1_std,mae_mean,mae_std,qwk_mean,qwk_std,recall_6_8_mean,recall_6_8_std,precision_6_8_mean,precision_6_8_std,pr_auc_high_mean,pr_auc_high_std,high_fn_rate_mean,high_fn_rate_std,brier_mean,brier_std,ece_mean,ece_std
paper_comparison_10seed,graphsage,GraphSAGE,B,data_2021_train,10,0.7509716712151064,0.14825187187848302,0.8485103094055206,0.08659789022783863,0.5796479240058058,0.3079510571761947,0.8336904069364955,0.16257709271515353,0.905,0.1499073788117924,0.9007305194805195,0.13155512951920734,0.942499066600732,0.10653745209944936,0.095,0.1499073788117924,0.22524044811725616,0.10907702929773636,0.1351422679525885,0.024839731985260266
paper_comparison_10seed,graphsage,GraphSAGE,B,data_2021_val,10,0.31418220121028384,0.07535609797583384,0.6445834149848783,0.05119366261807541,1.2475163253121322,0.22099760494482207,0.4425110193672451,0.18704479381460198,0.45999999999999996,0.1646545204697129,0.5257142857142857,0.2777183609923009,0.5533335404874615,0.18652114899366828,0.54,0.1646545204697129,0.49546014964580537,0.061721383972404016,0.17125425934791566,0.0445486740852092
paper_comparison_10seed,stable_tail_gnn,Stable-Tail GNN,B,data_2020_train,10,0.5040072071005007,0.05231250394500768,0.7298868245660788,0.02508809044384992,0.8056477164239328,0.11778348833117068,0.722074514369592,0.07823634524702115,0.8300000000000001,0.11105554165971787,0.7488524812488114,0.09638795166262927,0.8707692800577489,0.08531746813618966,0.16999999999999998,0.11105554165971787,0.3493860274553299,0.0356910416632931,0.10943167702181526,0.016377006080845694
paper_comparison_10seed,stable_tail_gnn,Stable-Tail GNN,B,data_2021_test,10,0.28962704104936304,0.033418382840073944,0.6194153473832509,0.019259161348190182,1.2666215979517133,0.07525175537647584,0.29042672322135116,0.0693456848086954,0.24615384615384617,0.09628196592573633,0.451344353530886,0.16201564029050117,0.36592839424923007,0.057335559553963876,0.7538461538461538,0.09628196592573637,0.5037719160318375,0.028887610738643044,0.09322515787842037,0.01880673433712784
paper_comparison_10seed,stable_tail_gnn,Stable-Tail GNN,B,data_2021_train,10,0.6420993246466962,0.07088757478627943,0.7962378587813801,0.033899605098581725,0.5765317890006864,0.13713818988385282,0.8345522127024532,0.06609972746291407,0.9400000000000001,0.08432740427115679,0.8829851308112178,0.061743641491224334,0.9580915808170591,0.047940937112834314,0.06,0.08432740427115679,0.2666020914912224,0.04421884269191273,0.12323446769944646,0.01795775484253304
paper_comparison_10seed,stable_tail_gnn,Stable-Tail GNN,B,data_2021_val,10,0.2795364531357212,0.056124876651406655,0.6201462827561026,0.04720559340072106,1.233807869222653,0.16470491203392065,0.3758528243664224,0.18449068340602218,0.4,0.21081851067789195,0.42833333333333334,0.20876621693495653,0.5383478871065078,0.1794965902801052,0.6,0.21081851067789195,0.5060501039028168,0.04804947937611055,0.17377017938428455,0.0393427270643252
paper_comparison_10seed,teg_only,TEG-only,B,data_2020_train,10,0.5557223001478192,0.02748457873632464,0.7194219749536097,0.02208155867234072,1.2984391216921956,0.06048623864178327,0.6504186366112938,0.03001541723465779,0.765,0.04887626099538393,0.6565204135260014,0.07436194094555988,0.8123640861376453,0.030008091091116358,0.23500000000000001,0.04887626099538395,0.44019435942173,0.01733657826068191,0.19684332059362905,0.019656678994493415
paper_comparison_10seed,teg_only,TEG-only,B,data_2021_test,10,0.2878062787429081,0.03657033143121825,0.5656743955539851,0.02873133940710053,1.661671227208735,0.09644612745624179,0.29929063772529196,0.09221607016269706,0.3,0.07649453277013486,0.4174409457071996,0.11704792912715331,0.34549430582073165,0.05834825060987978,0.7,0.07649453277013488,0.5991768479347229,0.029414539361213608,0.14698680094904729,0.024149039833034534
paper_comparison_10seed,teg_only,TEG-only,B,data_2021_train,10,0.7584489733769281,0.05249324648370383,0.826248157486777,0.03726816166501069,1.0413521947129092,0.100364755795776,0.8324712356879809,0.02604637969935334,0.865,0.041163630117428227,0.8980900781365178,0.036821984192351304,0.9610742694733911,0.013678193544370684,0.135,0.041163630117428227,0.34465631246566775,0.033777537738384565,0.2534636376256293,0.03126103795784164
paper_comparison_10seed,teg_only,TEG-only,B,data_2021_val,10,0.2866439703347086,0.04542819264668801,0.5717158069313507,0.03619967078622001,1.742874610331954,0.1210098027128002,0.2338947946011143,0.12151406064237229,0.32,0.19321835661585918,0.2726984126984127,0.14911400947694153,0.41205161999904183,0.20446706410277987,0.6799999999999999,0.19321835661585918,0.5848873317241668,0.025481494085025064,0.17389348891046313,0.0428393783276662
