model,customer_set,model_seed_runs,max_budget,common_risk_aubrc_mean,common_risk_aubrc_std,cvar90_aubrc_mean,cvar90_aubrc_std,cvar95_aubrc_mean,cvar95_aubrc_std,load_risk_aubrc_mean,load_risk_aubrc_std,load_cvar90_aubrc_mean,load_cvar90_aubrc_std,load_cvar95_aubrc_mean,load_cvar95_aubrc_std,max_vehicle_risk_aubrc_mean,max_vehicle_risk_aubrc_std,max_vehicle_cvar90_aubrc_mean,max_vehicle_cvar90_aubrc_std
GraphSAGE-TEG-Gate,A,10,0.4,4.213597252672253,0.12179701598733596,0.11128080067482152,0.004589654276376351,0.19757678327560835,0.007868227268007757,2.1812696335371133,0.07414246692725728,0.06694275335032465,0.0027339797830737904,0.11932692312549227,0.0050368410112793605,1.3589559718924762,0.0515042921669621,0.1940461242446555,0.011528756038932077
GraphSAGE-TEG-Gate,B,10,0.4,5.50003739111474,0.2126320146523892,0.1399141001292885,0.0073437024819065335,0.258873155368248,0.01688783756811482,2.6963014226161404,0.11573473681002666,0.07786560791699468,0.003928065835962182,0.13696905303723667,0.007784098859234538,1.8167859021842307,0.11720229217225346,0.24840699409745443,0.016506626737621176
SGFormer-TEG-Concat,A,10,0.4,4.248506101977933,0.09395208608655592,0.11177265512748477,0.0037006888172140553,0.1924777063154252,0.007379702556898991,2.180758651712484,0.04689695806200369,0.06685236774412565,0.0017387193433783827,0.11784524066456259,0.0032623633276589272,1.3255846727515999,0.05024560011958826,0.19052492970893836,0.010615798628938891
SGFormer-TEG-Concat,B,10,0.4,5.511380537780122,0.28491885593431077,0.13947399195285765,0.00952709610455213,0.264268961415513,0.016406238364366884,2.7150054318016688,0.15806842620485365,0.07812318761110823,0.0052701084151858864,0.13838331584898353,0.010191226914723956,1.8275836865461699,0.11021139118391084,0.24393457117060988,0.018864689608621626
SGFormer-TEG-Gate,A,10,0.4,4.244380153995036,0.1659355202600038,0.11120181800458209,0.0057695177948759125,0.19558594806639346,0.011545773385309979,2.1997521154193396,0.08719717193339326,0.06754020346922555,0.003136665898327877,0.12017727092617445,0.005706139242294569,1.3443690273770839,0.07628501205228541,0.1947316111465773,0.01190832042345647
SGFormer-TEG-Gate,B,10,0.4,5.440811241877588,0.27328694617255583,0.1380056131094821,0.008039979967292422,0.2620357171708595,0.017558867023284613,2.683248552879396,0.11200919516934543,0.0772767579886879,0.0039277966787293435,0.13690425206079032,0.007481992296743341,1.8220874355009304,0.12220644371761934,0.24600673829013955,0.0206844719174989
SGFormer-adapted,A,10,0.4,4.327995605835804,0.16137672721610183,0.1154389573921033,0.0059596008214600526,0.2003020982702497,0.01154023832448059,2.194323242538985,0.1122860090745151,0.06743377924298066,0.004078531707486104,0.11806177162444272,0.00766814359432021,1.375691857485424,0.06937888233001141,0.20390677091200207,0.013702404423531137
SGFormer-adapted,B,10,0.4,5.488322432474075,0.27993134924012586,0.1399778660545514,0.008436093088693314,0.2644066283761863,0.015630557000316805,2.739026798734938,0.1533842706581534,0.07908160604797093,0.005217050268109722,0.14071357111541327,0.009765004256447664,1.8357161114795453,0.10495590767666166,0.24539844707762987,0.01541860715011613
Stable-Tail GNN,A,10,0.4,4.222136642165808,0.08805656202742862,0.11157644432651459,0.0031506819444438922,0.19385015542560063,0.005282648098116978,2.2059763518834488,0.051742146155917094,0.06793668354916578,0.001896579417750318,0.11991857008952214,0.003528100903256979,1.3501081067003733,0.03689877171256402,0.20051912860621499,0.0063018450889661
Stable-Tail GNN,B,10,0.4,5.4668068178392355,0.17860846791284607,0.13851396316518502,0.004742467601840398,0.26103861316415455,0.012390745637460732,2.7268571498094136,0.0715237469941946,0.07868631767002679,0.002565716636371841,0.13892933442009742,0.005347128008697808,1.8144393002425467,0.09954360443604762,0.244713180414407,0.014462986144485455
Stable-Tail w/o Tail Loss,A,10,0.4,4.346793334677616,0.08554526830818295,0.11672200550104508,0.0019289606558369544,0.20364694091480753,0.008239869583322339,2.262127557125969,0.08637898821814154,0.07014213498003563,0.003169507912880025,0.1235269709338422,0.00590573933799122,1.375197484781476,0.034326243336457646,0.20042030006081593,0.009252044303396486
Stable-Tail w/o Tail Loss,B,10,0.4,5.544035534681371,0.16794925705665362,0.1419891697959485,0.005361413485591089,0.26657177483322825,0.01261107899526281,2.7953758615518014,0.11431408862588104,0.08108707368958593,0.004087108318210194,0.14448467150974775,0.007581659645189173,1.8454198527888526,0.0692742439835089,0.2528508659917356,0.01060019189956904
TEG-only,A,10,0.4,4.359595527720149,0.11372417223187418,0.11685711802688273,0.004430239861356357,0.2044248443743617,0.008935976398882947,2.2540312117886105,0.07700120535328857,0.06987801739013062,0.0029400513868751256,0.12331158396172541,0.005609875653626662,1.40385740995445,0.05616633520482069,0.20991768232034413,0.01020293388456804
TEG-only,B,10,0.4,5.567739666462759,0.14685417972837306,0.14161975944733785,0.004943226019828962,0.26455514296561494,0.00909661830246704,2.7728121244370967,0.09898658453422222,0.0803007688049995,0.0033299421476770015,0.14159650708905183,0.006528851695859858,1.8344117173733636,0.06134281494810057,0.2513751927903052,0.01118683604879924
