customer_set,metric,target_model,reference_model,purpose,reference_minus_target_mean,relative_improvement,bootstrap_ci_low,bootstrap_ci_high,wilcoxon_p,effect_size_dz,holm_p,significant_0p05
B,common_risk_aubrc,SGFormer-TEG-Gate,SGFormer-adapted,TEG gated enhancement over SGFormer,0.047511190596486765,0.00865677831086549,-0.05940193438148274,0.1592685437843014,0.556640625,0.25665925409309626,1.0,False
B,common_risk_aubrc,SGFormer-TEG-Gate,Stable-Tail GNN,Gate vs current main model,0.025995575961646634,0.004755166375518035,-0.08157535672282197,0.1150169578685353,0.625,0.15787682111075693,1.0,False
B,common_risk_aubrc,GraphSAGE-TEG-Gate,GraphSAGE-TEG-Concat,Gate vs concat,0.0979808295451634,0.01750277074546494,-0.006946142969180278,0.21252174097279647,0.130859375,0.5128085504219269,0.78515625,False
B,common_risk_aubrc,GraphSAGE-TEG-Gate,GraphSAGE,TEG gated enhancement over GraphSAGE,0.06988803040974992,0.01254739069569247,-0.07307801203171421,0.2154829190024132,0.193359375,0.28884195502151105,0.966796875,False
B,common_risk_aubrc,GraphSAGE-TEG-Gate,Stable-Tail GNN,Gate vs current main model,-0.033230573275506714,-0.006078607564302971,-0.13633383653165387,0.06441671308177344,0.4921875,-0.19132846363493622,1.0,False
B,cvar90_aubrc,SGFormer-TEG-Gate,SGFormer-TEG-Concat,Gate vs concat,0.001468378843375559,0.010527976024815757,-0.0034310024287946338,0.007151638224803675,1.0,0.16254994889288063,1.0,False
B,cvar90_aubrc,SGFormer-TEG-Gate,SGFormer-adapted,TEG gated enhancement over SGFormer,0.001972252945069314,0.014089748619875435,-0.0018773125644926851,0.006011673624932977,0.431640625,0.29220635668220096,1.0,False
B,cvar90_aubrc,SGFormer-TEG-Gate,Stable-Tail GNN,Gate vs current main model,0.000508350055702933,0.0036700275126272243,-0.003509648853111431,0.003869804450055637,0.6953125,0.08212969230979164,1.0,False
B,cvar90_aubrc,GraphSAGE-TEG-Gate,GraphSAGE-TEG-Concat,Gate vs concat,0.002356471666919965,0.016563310578935918,-0.0014946662296343198,0.006367607403025513,0.4921875,0.34689810030255824,1.0,False
B,cvar90_aubrc,GraphSAGE-TEG-Gate,GraphSAGE,TEG gated enhancement over GraphSAGE,0.002289409937670589,0.016099531836988264,-0.0014173100699281802,0.0062688737787877065,0.232421875,0.3465356153359692,1.0,False
B,cvar90_aubrc,GraphSAGE-TEG-Gate,Stable-Tail GNN,Gate vs current main model,-0.0014001369641034767,-0.010108273072972672,-0.004955272134791531,0.001943577169486646,0.6953125,-0.23533885642782112,1.0,False
B,load_risk_aubrc,SGFormer-TEG-Gate,SGFormer-TEG-Concat,Gate vs concat,0.03175687892227268,0.011696801247718764,-0.05120868980760793,0.1186999758522747,0.556640625,0.2193427399371488,0.984375,False
B,load_risk_aubrc,SGFormer-TEG-Gate,SGFormer-adapted,TEG gated enhancement over SGFormer,0.05577824585554221,0.020364257071629928,-0.003424038161650405,0.11537929446381218,0.130859375,0.555150626702443,0.392578125,False
B,load_risk_aubrc,SGFormer-TEG-Gate,Stable-Tail GNN,Gate vs current main model,0.04360859693001799,0.015992255748728864,-0.002241213549236829,0.08356366575911904,0.064453125,0.6048664022479879,0.2578125,False
B,load_risk_aubrc,GraphSAGE-TEG-Gate,GraphSAGE-TEG-Concat,Gate vs concat,0.09884131310739179,0.035361812419848045,0.03636248860373316,0.16013636590431365,0.013671875,0.9486871253976695,0.08203125,False
B,load_risk_aubrc,GraphSAGE-TEG-Gate,GraphSAGE,TEG gated enhancement over GraphSAGE,0.10593817572848999,0.037804824323742034,0.018665804862486087,0.1891727094298445,0.037109375,0.7188677818319016,0.185546875,False
B,load_risk_aubrc,GraphSAGE-TEG-Gate,Stable-Tail GNN,Gate vs current main model,0.030555727193273707,0.0112054741097817,-0.02900093480683812,0.08825985339227396,0.4921875,0.302959725823959,0.984375,False
B,average_common_risk_at_b,SGFormer-TEG-Gate,SGFormer-TEG-Concat,Gate vs concat,0.07247530718526071,0.015184604496999108,-0.13024971946650013,0.2762086921543786,0.556640625,0.2088314390867248,1.0,False
B,average_common_risk_at_b,SGFormer-TEG-Gate,SGFormer-adapted,TEG gated enhancement over SGFormer,0.1498808332102481,0.030901020736379004,-0.021650607957617002,0.3155761256956301,0.193359375,0.5205436193156107,1.0,False
B,average_common_risk_at_b,SGFormer-TEG-Gate,Stable-Tail GNN,Gate vs current main model,0.01988110503665368,0.00421178402477754,-0.1710780804580531,0.18232096193496247,0.845703125,0.06700441169801721,1.0,False
B,average_common_risk_at_b,GraphSAGE-TEG-Gate,GraphSAGE-TEG-Concat,Gate vs concat,0.07989268393256914,0.01644273038416486,-0.07818497526602924,0.2566351150231326,0.556640625,0.2774994995010058,1.0,False
B,average_common_risk_at_b,GraphSAGE-TEG-Gate,GraphSAGE,TEG gated enhancement over GraphSAGE,0.09562838282077823,0.019617764485555564,-0.08995767060455268,0.2568944223130986,0.322265625,0.3202173856970841,1.0,False
B,average_common_risk_at_b,GraphSAGE-TEG-Gate,Stable-Tail GNN,Gate vs current main model,-0.05860020865540232,-0.012414371445069156,-0.20343780982259826,0.07839045540043209,0.4921875,-0.24583005012552903,1.0,False
