delta,seed,year,risk_dir,edge_count,risk_min,risk_max,risk_mean,risk_p25,risk_p50,risk_p75,risk_p90,risk_p95,risk_p99,zero_risk_edge_count,zero_risk_edge_ratio,edge_attribute_zero_ratio
0.03,5,data_2020,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc\risk_matrices\stable_tail_rc_gnn_splitB_seed5_10seed_floor_0p01_delta0p03,6603,2.3279738954467505e-22,0.8629461209125882,0.01780029251921198,0.0006143013905695803,0.0015531882231325576,0.0033050356756128404,0.008350942634196709,0.07239227551021236,0.42217280847243394,2,0.00030289262456459186,0.928365894290474
0.03,5,data_2021,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc\risk_matrices\stable_tail_rc_gnn_splitB_seed5_10seed_floor_0p01_delta0p03,7647,1.6084256395132733e-19,0.8624026432906413,0.013830783503611813,0.0006173942131584492,0.0015107361724037178,0.0030959267985370036,0.007457401413701178,0.057442091308456726,0.376598776253582,2,0.0002615404733882568,0.9314763959722767
0.03,6,data_2020,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc\risk_matrices\stable_tail_rc_gnn_splitB_seed6_10seed_floor_0p01_delta0p03,6603,3.405979785601528e-10,0.8491127465314843,0.01928439270181817,0.0008209814628595106,0.0017543947927212977,0.004054883963707183,0.008273391272416879,0.07436467847445652,0.424711389812018,0,0.0,0.928365894290474
0.03,6,data_2021,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc\risk_matrices\stable_tail_rc_gnn_splitB_seed6_10seed_floor_0p01_delta0p03,7647,1.406606301231381e-18,0.8498880470825331,0.016894753986809518,0.0008436182658158682,0.0017077865721602204,0.004066567253785101,0.007652415882689341,0.05917492418281183,0.4167510916662874,6,0.0007846214201647705,0.9314763959722767
0.03,7,data_2020,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc\risk_matrices\stable_tail_rc_gnn_splitB_seed7_10seed_floor_0p01_delta0p03,6603,4.087175830888153e-09,0.8736399493216248,0.019136180223405304,0.0005790829380226065,0.0015604134456109757,0.0046148475643121275,0.008667924677787545,0.06983982297249638,0.44114452860603126,0,0.0,0.928365894290474
0.03,7,data_2021,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc\risk_matrices\stable_tail_rc_gnn_splitB_seed7_10seed_floor_0p01_delta0p03,7647,3.8225183200064286e-17,0.8672166243714484,0.01715929793351743,0.0006176830994306146,0.001621451762368875,0.004430596085915504,0.008466228193311777,0.06138421438306726,0.4370215305248212,1,0.0001307702366941284,0.9314763959722767
0.03,8,data_2020,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc\risk_matrices\stable_tail_rc_gnn_splitB_seed8_10seed_floor_0p01_delta0p03,6603,1.379421715824622e-08,0.8983059879053712,0.017414093915629935,0.0007122181983558616,0.0014912464473278758,0.0033692564024160824,0.00864526439838768,0.07199954848445067,0.43563785274770456,0,0.0,0.928365894290474
0.03,8,data_2021,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc\risk_matrices\stable_tail_rc_gnn_splitB_seed8_10seed_floor_0p01_delta0p03,7647,1.7029932496661325e-10,0.8734660418690638,0.014831612057565061,0.0007199020617939574,0.001428333786990193,0.0030957400044397437,0.008370970570753264,0.06184836353006561,0.42273401928029164,0,0.0,0.9314763959722767
0.03,9,data_2020,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc\risk_matrices\stable_tail_rc_gnn_splitB_seed9_10seed_floor_0p01_delta0p03,6603,1.7029910695064384e-10,0.8839310502283009,0.01836369646739502,0.0006775157549167709,0.0016549775598518968,0.0035299579344234703,0.008582835260264255,0.0743466966846573,0.43343318623871674,0,0.0,0.928365894290474
0.03,9,data_2021,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc\risk_matrices\stable_tail_rc_gnn_splitB_seed9_10seed_floor_0p01_delta0p03,7647,2.3563133847506876e-18,0.8791492095167294,0.01592513922934768,0.000747755400452564,0.0017437237900660033,0.003552477405891755,0.0083985163941231,0.06094815504189753,0.42412508337842625,4,0.0005230809467765136,0.9314763959722767
0.05,0,data_2020,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc\risk_matrices\stable_tail_rc_gnn_splitB_seed0_10seed_floor_0p01_delta0p05,6603,3.405990307908654e-10,0.881042435829628,0.018599265115911555,0.0005695196775728995,0.0015474608807582284,0.003563589251191133,0.00861646150876404,0.08172210943380286,0.43562241434374754,0,0.0,0.928365894290474
0.05,0,data_2021,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc\risk_matrices\stable_tail_rc_gnn_splitB_seed0_10seed_floor_0p01_delta0p05,7647,2.1191722016105563e-17,0.8569544062890301,0.01592030962961715,0.0005989942470470502,0.0015402976812793252,0.0035272631757577427,0.008456756675945084,0.06973544344429072,0.41712103297309466,1,0.0001307702366941284,0.9314763959722767
0.05,1,data_2020,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc\risk_matrices\stable_tail_rc_gnn_splitB_seed1_10seed_floor_0p01_delta0p05,6603,7.538388583019731e-20,0.9008935123501111,0.019643030964934038,0.0006349919507977733,0.0015082896827768807,0.0038895040042715868,0.008637472028803078,0.07986864659545488,0.44039829203100445,4,0.0006057852491291837,0.928365894290474
0.05,1,data_2021,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc\risk_matrices\stable_tail_rc_gnn_splitB_seed1_10seed_floor_0p01_delta0p05,7647,5.24903162394662e-21,0.8746748205999215,0.01663160145926533,0.000644508568769728,0.0014805254859440254,0.0035115402559836163,0.008559885264825885,0.06037192482050225,0.4322742114541173,10,0.0013077023669412842,0.9314763959722767
0.05,2,data_2020,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc\risk_matrices\stable_tail_rc_gnn_splitB_seed2_10seed_floor_0p01_delta0p05,6603,3.0977385243292325e-07,0.9342616015569376,0.01980424480303902,0.0007486252629059998,0.001667959903673388,0.003895551482950561,0.008570781497529364,0.08244081578321275,0.43282447121274664,0,0.0,0.928365894290474
0.05,2,data_2021,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc\risk_matrices\stable_tail_rc_gnn_splitB_seed2_10seed_floor_0p01_delta0p05,7647,3.4059797775823636e-10,0.9053605440713783,0.018138754308463848,0.0007864352700895435,0.0017502162204861358,0.004106595462812932,0.008564779410565252,0.07249553966364562,0.43100385871374775,0,0.0,0.9314763959722767
0.05,3,data_2020,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc\risk_matrices\stable_tail_rc_gnn_splitB_seed3_10seed_floor_0p01_delta0p05,6603,1.9890922534943073e-07,0.9178232785078819,0.018073707571623823,0.0007173349268122431,0.0016960326685998156,0.0035426250435806207,0.008636963505444921,0.07270358135485877,0.43616450868251433,0,0.0,0.928365894290474
0.05,3,data_2021,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc\risk_matrices\stable_tail_rc_gnn_splitB_seed3_10seed_floor_0p01_delta0p05,7647,6.284797333068673e-08,0.8642760383234613,0.014729398845388325,0.0007185143848212986,0.001637816367227881,0.0032984780334187856,0.008370839767455262,0.05795931917457707,0.3783056324362691,0,0.0,0.9314763959722767
0.05,4,data_2020,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc\risk_matrices\stable_tail_rc_gnn_splitB_seed4_10seed_floor_0p01_delta0p05,6603,5.108969275967016e-09,0.9173676457847705,0.019899651617004906,0.0008583522900403694,0.0018893691396865465,0.004046874779877598,0.008744523221553491,0.08747917259537867,0.4415984283892318,0,0.0,0.928365894290474
0.05,4,data_2021,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc\risk_matrices\stable_tail_rc_gnn_splitB_seed4_10seed_floor_0p01_delta0p05,7647,1.1920928691624672e-09,0.9060829555385485,0.018381679497992857,0.0008997160625069269,0.0019168132406475087,0.0037900254105191888,0.008650960594065,0.071733935998196,0.436873515640067,0,0.0,0.9314763959722767
0.05,5,data_2020,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc\risk_matrices\stable_tail_rc_gnn_splitB_seed5_10seed_floor_0p01_delta0p05,6603,3.8799564924112515e-22,0.8657404052130986,0.017910117278972338,0.0006194967579715275,0.0015693534604370805,0.003339178694581919,0.008381586633451154,0.07294237116226697,0.42377016938411893,2,0.00030289262456459186,0.928365894290474
0.05,5,data_2021,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc\risk_matrices\stable_tail_rc_gnn_splitB_seed5_10seed_floor_0p01_delta0p05,7647,2.6807093991887896e-19,0.8652072064096492,0.013926716269522733,0.0006232075908974502,0.0015287772348884145,0.0031315911884713505,0.007496691487842799,0.05797445193807249,0.37858292502334806,2,0.0002615404733882568,0.9314763959722767
0.05,6,data_2020,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc\risk_matrices\stable_tail_rc_gnn_splitB_seed6_10seed_floor_0p01_delta0p05,6603,3.405979790948902e-10,0.8521865563503864,0.019409904801602092,0.0008277471894395476,0.0017656443916000848,0.0040985056840966054,0.008307770655863104,0.07515990162125619,0.4263113249636449,0,0.0,0.928365894290474
0.05,6,data_2021,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc\risk_matrices\stable_tail_rc_gnn_splitB_seed6_10seed_floor_0p01_delta0p05,7647,2.3443438353856354e-18,0.8529582438814749,0.017006555285915225,0.0008505554673244841,0.0017232694702171555,0.004100292687338473,0.007692444257395046,0.05954875658828263,0.41829412315114634,6,0.0007846214201647705,0.9314763959722767
0.05,7,data_2020,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc\risk_matrices\stable_tail_rc_gnn_splitB_seed7_10seed_floor_0p01_delta0p05,6603,4.087175990821576e-09,0.8762159482636008,0.0192481120609466,0.0005823635262715318,0.0015735258818959585,0.004660385059865282,0.008694795795789825,0.07028087426731393,0.44244613063649024,0,0.0,0.928365894290474
0.05,7,data_2021,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc\risk_matrices\stable_tail_rc_gnn_splitB_seed7_10seed_floor_0p01_delta0p05,7647,6.370863866677381e-17,0.869905801258189,0.017266343641624615,0.0006195237432584195,0.0016370012055399448,0.004456097707774031,0.008494315183966967,0.06181242564012809,0.43842268465208933,1,0.0001307702366941284,0.9314763959722767
0.05,8,data_2020,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc\risk_matrices\stable_tail_rc_gnn_splitB_seed8_10seed_floor_0p01_delta0p05,6603,1.379421715858917e-08,0.9003346356930138,0.0175094535642465,0.0007160357292994175,0.0015032343046905699,0.003399492575276706,0.008673188435968452,0.07201122976780941,0.4370674851331434,0,0.0,0.928365894290474
0.05,8,data_2021,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc\risk_matrices\stable_tail_rc_gnn_splitB_seed8_10seed_floor_0p01_delta0p05,7647,1.7029954902500646e-10,0.8760646928108597,0.014922423342354215,0.0007241256225925257,0.0014285410621343335,0.0031121443902449378,0.008400930826274092,0.06236359635100415,0.4242470122036254,0,0.0,0.9314763959722767
0.05,9,data_2020,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc\risk_matrices\stable_tail_rc_gnn_splitB_seed9_10seed_floor_0p01_delta0p05,6603,1.7029918566505744e-10,0.8862902481145714,0.01847010803766194,0.0006803590931968755,0.0016701000847017954,0.0035679433005733683,0.008611515595003153,0.07475106430323042,0.43488154316172856,0,0.0,0.928365894290474
0.05,9,data_2021,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc\risk_matrices\stable_tail_rc_gnn_splitB_seed9_10seed_floor_0p01_delta0p05,7647,3.9271889745844795e-18,0.8815221075975296,0.016026136998819156,0.0007553926588520982,0.001761934013395419,0.0035893857545126993,0.008429801551151547,0.06149780077231147,0.4257049838287583,4,0.0005230809467765136,0.9314763959722767
0.08,0,data_2020,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc\risk_matrices\stable_tail_rc_gnn_splitB_seed0_10seed_floor_0p01_delta0p08,6603,3.4059966261055645e-10,0.8843592287139711,0.018770389033280377,0.0005759149986251275,0.0015657531291494594,0.0036148100113846697,0.008659777721381937,0.08324164455896496,0.43779399305220984,0,0.0,0.928365894290474
0.08,0,data_2021,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc\risk_matrices\stable_tail_rc_gnn_splitB_seed0_10seed_floor_0p01_delta0p08,7647,3.39067552257689e-17,0.8614042938820207,0.016077701159968552,0.000606228265509851,0.0015645100555634567,0.003573705713622097,0.008503748497008363,0.07022055735594362,0.4218546843773344,1,0.0001307702366941284,0.9314763959722767
0.08,1,data_2020,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc\risk_matrices\stable_tail_rc_gnn_splitB_seed1_10seed_floor_0p01_delta0p08,6603,1.206142173283157e-19,0.9038385081001741,0.019802690389165382,0.0006412137011003692,0.0015155828371806936,0.003944886092976392,0.008680439841819898,0.08093583402292714,0.4424192948839585,4,0.0006057852491291837,0.928365894290474
0.08,1,data_2021,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc\risk_matrices\stable_tail_rc_gnn_splitB_seed1_10seed_floor_0p01_delta0p08,7647,8.398450598314593e-21,0.8785879179078058,0.0167725913574416,0.0006510069822609695,0.0014935089863980693,0.003551258073027985,0.00860103668854619,0.06114775208499087,0.4343523583788204,10,0.0013077023669412842,0.9314763959722767
0.08,2,data_2020,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc\risk_matrices\stable_tail_rc_gnn_splitB_seed2_10seed_floor_0p01_delta0p08,6603,3.097738526206256e-07,0.9361895265413932,0.019989351820135916,0.0007583111993421575,0.0016921868308041978,0.003953157186748812,0.008615739099272044,0.08379619707907004,0.435094830130061,0,0.0,0.928365894290474
0.08,2,data_2021,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc\risk_matrices\stable_tail_rc_gnn_splitB_seed2_10seed_floor_0p01_delta0p08,7647,3.4059797775835004e-10,0.9079851466658372,0.01831006503257706,0.0007965950642368193,0.0017762142673536949,0.004164234725781759,0.008610082541199698,0.0735284723809743,0.4333268311475011,0,0.0,0.9314763959722767
0.08,3,data_2020,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc\risk_matrices\stable_tail_rc_gnn_splitB_seed3_10seed_floor_0p01_delta0p08,6603,1.9890923136956287e-07,0.920190181098451,0.018222174134434554,0.0007216484291867253,0.0017128954308060413,0.0035945049332793996,0.008679958083101538,0.0732126117835383,0.43833583096706386,0,0.0,0.928365894290474
0.08,3,data_2021,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc\risk_matrices\stable_tail_rc_gnn_splitB_seed3_10seed_floor_0p01_delta0p08,7647,6.285256209722496e-08,0.8685620471407491,0.014858546487272693,0.0007240382620641956,0.001661511963374201,0.0033521177731870647,0.00842011588054533,0.05846607105557765,0.3815465789689357,0,0.0,0.9314763959722767
0.08,4,data_2020,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc\risk_matrices\stable_tail_rc_gnn_splitB_seed4_10seed_floor_0p01_delta0p08,6603,5.108969276203901e-09,0.9199172157995781,0.020061270055438885,0.0008686710463656674,0.0019223456876738155,0.004085784291451576,0.008784161198179935,0.08874245359176708,0.4436001462347082,0,0.0,0.928365894290474
0.08,4,data_2021,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc\risk_matrices\stable_tail_rc_gnn_splitB_seed4_10seed_floor_0p01_delta0p08,7647,1.1920928693424714e-09,0.9089993486314228,0.018537497077443673,0.0009107890258616635,0.0019391364934900031,0.003842927631962134,0.008693560786311507,0.07183706007449366,0.4390248253762878,0,0.0,0.9314763959722767
0.08,5,data_2020,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc\risk_matrices\stable_tail_rc_gnn_splitB_seed5_10seed_floor_0p01_delta0p08,6603,6.207930387858003e-22,0.8699318316638641,0.018074921122888922,0.0006285583158206637,0.0015939531637215744,0.0033879189364669224,0.008427552632332821,0.07375443688010744,0.42616621075164635,2,0.00030289262456459186,0.928365894290474
0.08,5,data_2021,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc\risk_matrices\stable_tail_rc_gnn_splitB_seed5_10seed_floor_0p01_delta0p08,7647,4.289135038702063e-19,0.8694140510881612,0.014070622384913198,0.0006320973080930267,0.0015486927252586057,0.003185087773372871,0.007555626599055228,0.05877299288249614,0.3815591481779971,2,0.0002615404733882568,0.9314763959722767
0.08,6,data_2020,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc\risk_matrices\stable_tail_rc_gnn_splitB_seed6_10seed_floor_0p01_delta0p08,6603,3.4059797989699615e-10,0.8567972710787396,0.01959820685067495,0.0008370647462689761,0.0017907205044944614,0.004155276651425961,0.008359339731032443,0.07628308372613621,0.42871122769108516,0,0.0,0.928365894290474
0.08,6,data_2021,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc\risk_matrices\stable_tail_rc_gnn_splitB_seed6_10seed_floor_0p01_delta0p08,7647,3.750950136617017e-18,0.8575635390798877,0.01717425907579103,0.0008588385374905661,0.0017503133633689392,0.004163075985254766,0.007752486819453602,0.06010950519648884,0.4206086703784347,6,0.0007846214201647705,0.9314763959722767
0.08,7,data_2020,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc\risk_matrices\stable_tail_rc_gnn_splitB_seed7_10seed_floor_0p01_delta0p08,6603,4.087176230721711e-09,0.8800799466765648,0.019416013283971575,0.0005868462938468817,0.001596877164169608,0.004722032919182672,0.008735102472793245,0.0709439842955534,0.44439853368217863,0,0.0,0.928365894290474
0.08,7,data_2021,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc\risk_matrices\stable_tail_rc_gnn_splitB_seed7_10seed_floor_0p01_delta0p08,7647,1.019338218668381e-16,0.8739395665882996,0.017426913667585232,0.0006269338770478327,0.0016592498363509373,0.0045088431834894496,0.00853644566994975,0.06245474252571932,0.4405244158429915,1,0.0001307702366941284,0.9314763959722767
0.08,8,data_2020,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc\risk_matrices\stable_tail_rc_gnn_splitB_seed8_10seed_floor_0p01_delta0p08,6603,1.3794217159103596e-08,0.9033776073744775,0.017652494005833595,0.0007213846391308528,0.0015222919744258354,0.003447839749339661,0.008715074492339613,0.07201124264770145,0.4400932808680635,0,0.0,0.928365894290474
0.08,8,data_2021,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc\risk_matrices\stable_tail_rc_gnn_splitB_seed8_10seed_floor_0p01_delta0p08,7647,1.702998851125963e-10,0.8799626692235534,0.015058666019462746,0.0007297601075376408,0.0014404175625489135,0.0031367509689527286,0.008445871209555334,0.06308332865808607,0.42651650158862586,0,0.0,0.9314763959722767
0.08,9,data_2020,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc\risk_matrices\stable_tail_rc_gnn_splitB_seed9_10seed_floor_0p01_delta0p08,6603,1.7029930373667786e-10,0.889829044943977,0.018629733573234913,0.00068835928455404,0.0016976372686447257,0.003624921349798215,0.0086545360971115,0.07534280445079472,0.4370540785462463,0,0.0,0.928365894290474
0.08,9,data_2021,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc\risk_matrices\stable_tail_rc_gnn_splitB_seed9_10seed_floor_0p01_delta0p08,7647,6.2835023593351675e-18,0.8850814547187301,0.016177740843072247,0.0007623883867693843,0.0017828803858907067,0.0036415617445288814,0.008476729286694214,0.062322269367932365,0.425865678141532,4,0.0005230809467765136,0.9314763959722767
